"nid","title","field_tipo","field_p_gina_inicial","field_dg","field_disciplina_de_p_s_gradua_o","field_professor_a_texto","field_data_expira_home","field_corpo|value","field_corpo|format"
"740","Tema de recuperação","graduacao/quadro","1","FLF0114 Filosofia Geral","","",NA,"<p>Segue abaixo a lista dos alunos que deverão fazer recuperação com os respectivos professores:</p>

<p><strong>Prof. Luís Cesar Oliva</strong></p>

<ul>
	<li>Clarice Vaz de Oliveira </li>
	<li>Pedro Henrique Lopes Cardoso</li>
	<li>Pedro Pessoa Micaelia</li>
</ul>

<p><strong>Tema de recuperação:</strong> o mesmo do trabalho final<br />
<strong>Data da entrega:</strong> dia 06 de fevereiro de 2017 na secretaria.</p>

<p> </p>

<p><strong>Prof. Oliver Tolle</strong></p>

<ul>
	<li>Lucas Matos de Almeida</li>
	<li>Moabe Sobral da Fonseca</li>
	<li>Sérgio Henrique Teijido Melo</li>
</ul>

<p><strong>Tema de recuperação: </strong>o mesmo tema da prova final<br />
<strong>Data: dia </strong>01 de fevereiro de 2017, às 19h - Sala 119</p>

<p> </p>

<p><strong>Prof. Valter Alnis Bezerra</strong></p>

<ul>
	<li>Erich Guilherme Deschamps</li>
	<li>Raony Rodrigues Bezerra Soares</li>
	<li>Rafael Willian Colonia</li>
	<li>Ricardo Malheiros Pinto</li>
</ul>

<p><strong>Tema de recuperação:</strong> <br />
Uma visão persistente e amplamente disseminada acerca da objetividade do conhecimento científico usualmente apóia-se nas seguintes suposições: (1) a objetividade pode ser caracterizada como independência, em algum sentido, e em alguma medida, do sujeito epistêmico; (2) a objetividade científica estaria assegurada na medida em que os produtos do conhecimento estivessem baseados nos fatos da experiência, e o processo de obtenção do conhecimento fosse neutro e guiado por um método imparcial; (3) a defesa da objetividade do conhecimento pode se apoiar, sem maiores dificuldades, na noção de um sujeito epistêmico individual.<br />
Discuta criticamente tal visão, com base nos autores que se debruçaram sobre a questão da objetividade e que foram trabalhados ao longo da disciplina.<br />
<strong>Data da entrega: </strong>09 de fevereiro de 2017, poderá ser entregue por e-mail para: <a href=""mailto:bezerra@usp.br"">bezerra@usp.br</a></p>","full_html"
"743","Tema de recuperação","graduacao/quadro",NA,"FLF0443 História da Filosofia Contemporânea III","","Prof. Dr. Alex de Campos Moura",NA,"<p><strong>Tema de recuperação:</strong> O mesmo tema dado em sala de aula. <br />
<strong>Data da entrega:</strong> 06 de fevereiro de 2017, na secretaria.<br />
 </p>","full_html"
"742","Tema de recuperação","graduacao/quadro","1","FLF0468 História da Filosofia Medieval III","","Prof. Dr. José Carlos Estêvão",NA,"<p><strong>O tema de recuperação:</strong></p>

<p class=""rtejustify"">“Portanto, é patente, desse modo, que este nome ‘homem’ e este nome ‘humanidade’ significam a essência do homem, mas de modos diversos, como foi dito: uma vez que este nome ‘homem’ significa aquela {essência} como todo, a saber, enquanto não prescinde da designação da matéria, mas contém aquela {designação} implicitamente e indistintamente, assim como foi dito que o gênero contém a diferença – eis por que este nome ‘homem’ é predicado aos indivíduos. Mas este nome ‘humanidade’ significa aquela {essência} como parte, porque não contém na sua significação senão aquilo que é do homem enquanto é ‘homem’, e prescinde de toda designação; donde {o nome ‘humanidade’} não ser predicado aos homens individuais. E em razão disso, às vezes se acha o nome ‘essência’ predicado à coisa; com efeito, dizemos que Sócrates seja certa essência; e, às vezes, isso é negado, assim como dizemos que a essência de Sócrates não é Sócrates”. Tomás de Aquino, <em>Sobre o ente e a essência</em>.</p>

<p class=""rtejustify""><strong>Data da entrega: </strong>08 de fevereiro de 2017, na secretaria.<span style=""color:rgb(0, 0, 0); font-family:times new roman,new york,times,serif; font-size:16px""> </span></p>

<p class=""rtejustify""> </p>","full_html"
"741","Tema de recuperação","graduacao/quadro","1","FLF0239 História da Filosofia Moderna II","","Prof. Dr. Maurício Cardoso Keinert",NA,"<p><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px""><strong>Tema da recuperação:</strong> o mesmo do trabalho final<br />
<strong>Data da entrega:</strong> 06/02/2016</span><br />
 </p>","full_html"
"731","Prova de recuperação","graduacao/quadro","1","FLF0388 Ética e Filosofia Política I","","Prof. Dr. Sérgio Cardoso",NA,"<p>Prova de recuperação dia 31/01/2017 nos períodos diurno (14h) e noturno(19h30)<br />
Sala 117</p>","full_html"
"729","Tema de recuperação","graduacao/quadro","1","FLF0218 Estética I","","Prof. Dr. Ricardo Nascimento Fabbrini ",NA,"<p><strong><span style=""color:rgb(51, 51, 51)"">Data de entrega do trabalho: </span></strong><span style=""font-family:arial,sans-serif; font-size:12.8px"">01/02/2017, na Secretaria do Departamento.</span><br />
<strong><span style=""color:rgb(51, 51, 51)"">Tema da dissertação:</span></strong><span style=""font-family:arial,sans-serif; font-size:12.8px""> os mesmos temas do trabalho final.</span><br />
 </p>","full_html"
"726","Tema de recuperação","graduacao/quadro","1","FLF0479 Filosofia Geral II","","Prof. Dr. Mário Miranda Filho",NA,"<p><strong>Tema:</strong> Prova de recuperação   <br />
<strong>Data da entrega: </strong>01/02/2017 na secretaria das 9h às 18h. </p>

<p><strong>          </strong></p>

<p><strong> RESPONDA AS SEGUINTES QUESTÕES</strong>:</p>

<p> A) Nos parágrafos finais de ‘Jerusalém e Atenas’, Leo Strauss, destacando o papel missionário dos profetas bíblicos de um lado, e de Sócrates, do outro, faz uma comparação entre eles.</p>

<p>1)   Haja vista que cada uma dessas concepções comporta  diferentes modalidades de vida, explicite o sentido dessas diferenças e explique como Sócrates concebe a filosofia.</p>

<p> </p>

<p>B) Na <u>REPÚBLICA</u> (X 607 bc), Platão atesta a existência de um antigo e persistente antagonismo entre a Poesia e a Filosofia.</p>

<p>1) O que aprendemos sobre este conflito na peça <u>As Nuvens de Aristófanes</u>?</p>

<p>  </p>

<p>C) Na <u>República</u> de Platão vemos a concepção de Justiça, baseada no  Ancestral, ser substituída por uma concepção filosófica.</p>

<p>1) tomando como exemplo o Mito de Giges,  Sócrates teria que  mostrar como, mesmo de posse do anel mágico, um Giges que aprendesse filosofia poderia se comportar de modo justo. Explique: como e porque? </p>","full_html"
"724","Inscrição para Aluno Especial 1º semestre de 2017","posgraduacao/quadro","1","","","",NA,"<p>De <span style=""color:#FF0000""><strong>16 a 20 de janeiro de 2017 </strong></span>estarão abertas inscrições para Aluno Especial. Para saber mais, acesse: <a href=""http://filosofia.fflch.usp.br/posgraduacao/alunoespecial"">http://filosofia.fflch.usp.br/posgraduacao/alunoespecial</a></p>","full_html"
"714","Tema de recuperação","graduacao/quadro","1","FLF0268 História da Filosofia Medieval I","","Prof. Dr. Lorenzo Mammì",NA,"<p><strong>Prova dia 06/02/2016 das 14h às 17h<br />
Sala 117</strong></p>

<p><strong>Tema:</strong> comentários de Fragmentos do Livro X das Confissões.</p>","full_html"
"709","Tema de recuperação","graduacao/quadro","1","FLF0509 Teoria das Ciências Humanas IV","","Prof. Dr. Luiz Sérgio Repa",NA,"<p>Os trabalhos de recuperação devem ser entregues na secretaria do Departamento até 31 de janeiro.<br />
O tema permanece o mesmo.</p>","full_html"
"707","Tema de Recuperação","graduacao/quadro","1","FLF0368 Teoria do Conhecimento e Filosofia da Ciência I","","Prof. Dr. Caetano Ernesto Plastino",NA,"<p><strong>Data da Prova: </strong>02/02/2017, quinta-feira às 14h00 <strong>(diurno)</strong> e às 19h30 <strong>(noturno)</strong></p>

<p><strong>Data de Entrega da dissertação: </strong>02/02/2017, na Secretaria do Departamento.</p>

<p><strong>Tema da dissertação:</strong> mesmos temas propostos durante o ano.</p>","full_html"
"703","Tema de recuperação","graduacao/quadro","1","FLF0465 Estética III","","Prof. Dr. Marco Aurélio Werle",NA,"<p>A recuperação consiste no mesmo tema do trabalho final.</p>

<p><strong>Prazo de entrega:</strong> 20/01/2017 na secretaria.</p>","full_html"
"694","Trabalho de recuperação","graduacao/quadro","1","FLF0463 Ética e Filosofia Política III","","Prof. Dr. Homero Silveira Santiago",NA,"<p>Mesmas indicações do primeiro trabalho.</p>

<p>Os trabalhos deverão ser entregues até <u>2 de fevereiro de 2017</u>, quinta-feira, na secretaria do Departamento de Filosofia.</p>","full_html"
"693","Entrega do trabalho final","graduacao/quadro","1","FLF0368 Teoria do Conhecimento e Filosofia da Ciência I","","Prof. Dr. Caetano Ernesto Plastino",NA,"<p>Tema: dado em aula<br />
Data da entrega do trabalho final: até o dia 05 de dezembro de 2016</p>","full_html"
"691","Resultado Final do Processo Seletivo de Ingresso na Pós-graduação em 2017","posgraduacao/quadro","1","","","",NA,"<p>Veja o resultado em: <a href=""http://filosofia.fflch.usp.br/node/388"">http://filosofia.fflch.usp.br/node/388</a></p>","full_html"
"689","Tema para trabalho","graduacao/quadro","1","FLF0461 Filosofia da Linguagem","","Prof. Dr. João Vergílio Gallerani Cuter",NA,"<p>O tema de trabalho de Filosofia da Linguagem estará disponível a partir do final da tarde do dia 02 de dezembro no seguinte link:<br />
<a href=""https://goo.gl/MQNjc3"">https://goo.gl/MQNjc3</a></p>

<p>Os trabalhos devem ser IMPRESSOS e entregues NA SECRETARIA no <strong>dia 05 de dezembro, segunda-feira</strong>. Não serão aceitos trabalhos postados no drive, ou enviados em formato eletrônico.<br />
<br />
Prof. João Vergílio G. Cuter<br />
 </p>

<p> </p>","full_html"
"688","Resultado da Seleção para Estágio de Pós-doutorado PNPD/CAPES 2016/ Announcement of results from the Postdoctoral Fellowships PNPD/CAPES 2016","posdoc/quadro","1","","","",NA,"<h3 class=""rtecenter"">Resultado do Processo Seletivo para 1 (uma) bolsa de pós-doutorado PNPD/CAPES novembro de 2016</h3>

<p class=""rtecenter""><strong>Programa de Pós-Graduação em Filosofia</strong></p>

<p><strong>Candidato Aprovado e Selecionado</strong></p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Nome</strong></span></p>
			</th>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Título do Projeto</strong></span></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Nuno Filipe Gonçalves Nunes Ribeiro</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Wittgenstein e a tradição morfológica</em></p>
			</td>
		</tr>
	</tbody>
</table>

<p>Obs.: O candidato deverá entrar em contato com o programa para providências finais de implementação da bolsa até 30 de novembro de 2016.</p>

<p> </p>

<p><strong>Candidatos Classificados</strong></p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Nome</strong></span></p>
			</th>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Título do Projeto</strong></span></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Pedro Fernandes Galé</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Doutrinas da arte e estética na ilustração: Renovações do clássico e o mundo moderno</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Eduardo Socha</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Reconceitualização do tempo em Dialética negativa e o sublime na estética musical de Adorno</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Jaime Orlando Alfaro Iglesias</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>What is Predication? Pragmatist approach</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Thomaz Massadi Kawauche</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>A religião natural no século XVIII: consciência e justiça em J.-J. Rousseau</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Marilia Batista Cota Pacheco</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Experiência, empirismo, e mundo empírico em Schelling e Kant</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Leonardo André Paes Müller</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>O discurso econômico no século XVIII: Escócia e França (1741 – 1776)</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Mariana de Mattos Rubiano</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Ação, fabricação e administração no pensamento de Hannah Arendt</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Valter José Maria Filho</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>As duas durações em Bergson e a questão da diferença</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Nara Miranda de Figueiredo</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Avaliando o papel das nossas expressões e efeitos na neurociência</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Guilherme Marconi Germer</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>O desmascaramento ético-psicológico humano, de Paul Rée</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Nicola Stefano Galgano</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>A noção de não-ser em Górgias</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Gisele Batista Candido</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Diferentemente o mesmo: o desassossego diálogo entre filosofia e poesia</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Márcio Jarek</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>A ideia de vida em Walter Benjamin e a Biopolítica</em></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<p><strong>Candidatos Reprovados</strong></p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:top; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Nome</strong></span></p>
			</th>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:top; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Título do Projeto</strong></span></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Emiliano SFARA</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>L´influence de la philosophie kanienne à l´origine des textes inédits et publiés de Georges Canguilhem</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Joao Azevedo Abreu</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>A possibilidade de uma estética naturalista: Nietzsche e as artes contemporâneas</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Rafael Domingues Azzi</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Da natureza linguística da realidade: a epistemologia de Walter Benjamin</em></p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Ricardo Mendes Grande</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>Lógica e ciência Do Velho ao Novo Espírito Científico: Uma análise lógica</em></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<p><strong>Candidata não atende as normas do Programa PNPD/CAPES</strong></p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Nome</strong></span></p>
			</th>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Título do Projeto</strong></span></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Erica Goncalves de Castro</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>O símeli como instrumento de conhecimento na obra de Robert Musil</em></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<p><strong>Candidata desistiu do processo seletivo PNPD/CAPES</strong></p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Nome</strong></span></p>
			</th>
			<th scope=""col"" style=""background-color:rgb(153, 153, 255); height:18px; text-align:center; vertical-align:middle; width:41%"">
			<p><span style=""color:#FFFFFF""><strong>Título do Projeto</strong></span></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:41.98%"">
			<p><strong>Isabel Coelho Fragelli</strong></p>
			</td>
			<td style=""height:18px; width:58.02%"">
			<p><em>A morfologia no pensamento alemão do século XVIII</em></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>","full_html"
"685","Data da reunião da Licenciatura (1º sem 2016)","licenciatura/quadro","1","","","",NA,"<p>A data da reunião da Licenciatura para a atribuição das AACCs, será dia 16 de dezembro. Favor atentar-se para a data de entrega das AACCs deste semestre (30/11/2016). </p>","full_html"
"679","Deferimento das inscrições da seleção para Estágio de Pós-doutorado / Announcement of the approval of registrations from the Postdoctoral Fellowship (PNPD/CAPES)","posdoc/quadro","1","","","",NA,"<table align=""center"" border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th scope=""col"" style=""background-color:rgb(102, 255, 204); height:18px; width:35%"">
			<p>Candidato/Candidate</p>
			</th>
			<th scope=""col"" style=""background-color:rgb(102, 255, 204); height:18px; width:35%"">
			<p><strong>Título do Projeto/Project Title</strong></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Eduardo Socha</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Reconceitualização do tempo em <em>Dialética negativa</em> e o sublime na estética musical de Adorno</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Emiliano SFARA</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>L´influence de la philosophie kanienne à l´origine des textes inédits et publiés de Georges Canguilhem</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Erica Goncalves de Castro</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>O símeli como instrumento de conhecimento na obra de Robert Musil</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Gisele Batista Candido</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Diferentemente o mesmo: o desassossego diálogo entre filosofia e poesia</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Guilherme Marconi Germer</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>O desmascaramento ético-psicológico humano, de Paul Rée</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Isabel Coelho Fragelli <a href=""#desistencia""><span style=""color:#FF0000""><sup>[1]</sup></span></a></strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>A morfologia no pensamento alemão do século XVIII</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Jaime Orlando Alfaro Iglesias</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>What is Predication? Pragmatist approach</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Joao Azevedo Abreu</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>A possibilidade de uma estética naturalista: Nietzsche e as artes contemporâneas</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Leonardo André Paes Müller</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>O discurso econômico no século XVIII: Escócia e França (1741 – 1776)</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Márcio Jarek</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>A ideia de vida em Walter Benjamin e a Biopolítica</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Mariana de Mattos Rubiano</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Ação, fabricação e administração no pensamento de Hannah Arendt</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Marilia Batista Cota Pacheco</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Experiência, empirismo, e mundo empírico em Schelling e Kant</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Nara Miranda de Figueiredo</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Avaliando o papel das nossas expressões e efeitos na neurociência</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Nicola Stefano Galgano</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>A noção de não-ser em Górgias</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Nuno Filipe Gonçalves Nunes Ribeiro</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Wittgenstein e a tradição morfológica</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Pedro Fernandes Galé</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Doutrinas da arte e estética na ilustração: Renovações do clássico e o mundo moderno</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Rafael Domingues Azzi</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Da natureza linguística da realidade: a epistemologia de Walter Benjamin</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Ricardo Mendes Grande</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>Lógica e ciência Do Velho ao Novo Espírito Científico: Uma análise lógica</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Thomaz Massadi Kawauche</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>A religião natural no século XVIII: consciência e justiça em J.-J. Rousseau</p>
			</td>
		</tr>
		<tr>
			<td style=""height:18px; width:35.72%"">
			<p><strong>Valter José Maria Filho</strong></p>
			</td>
			<td style=""height:18px; width:31.6%"">
			<p>As duas durações em Bergson e a questão da diferença</p>
			</td>
		</tr>
	</tbody>
</table>

<p><a id=""desistencia"" name=""desistencia"">[1] Desistência de candidato</a></p>

<h3>Calendário das entrevistas/ Interview calendar</h3>

<ul>
	<li><strong>24 de novembro a partir das 14h</strong> para os candidatos que farão entrevista presencial (todos os residentes da cidade de São Paulo)<br />
	Endereço: Av. Prof. Luciano Gualberto, 315 - Sala 1031, Cidade Universitária - São Paulo - SP</li>
	<li><strong>November 24, at 2pm</strong> for the candidates who will do face-to-face interviews (all residents of the city of São Paulo)<br />
	Address: Av. Prof. Luciano Gualberto, 315 - Sala 1031, Cidade Universitária - São Paulo - SP<br />
	 </li>
	<li><strong>25 de novembro a partir das 9h</strong> (horário de Brasília) para os candidatos que optarem fazer entrevista via Skype (não residentes da cidade de São Paulo)<br />
	Procedimentos: enviar e-mail para <a href=""mailto:posdoc.df@usp.br"">posdoc.df@usp.br</a> informando contato Skype (nome de usuário e e-mail cadastrado) </li>
	<li><strong>November 25, at 9am</strong> (Brasília time zone) for the candidates who chose to do the interviews by Skype (non-residents of the city of São Paulo)<br />
	Procedure: send an e-mail to <a href=""mailto:posdoc.df@usp.br"">posdoc.df@usp.br</a> with your Skype contact (username and account e-mail) </li>
</ul>

<p> </p>","full_html"
"672","Avaliação final do curso","graduacao/quadro","1","FLF0465 Estética III","","Prof. Dr. Marco Aurélio Werle",NA,"<p class=""rtejustify""><strong>Avaliação final do curso:</strong> “Dissertação sobre as filosofias da arte de A. Schlegel, Schelling e Hegel, a partir do desenvolvimento da estética desde Baumgarten”</p>

<p class=""rtejustify""><strong>Data de entrega</strong> (somente em versão impressa): <strong>05/12/2016</strong>.</p>

<p class=""rtejustify""><strong>Formato:</strong> Times New Roman, tamanho 12, espaço de 1,5 entre as linhas; 3 cm de margem (inferior, superior, esquerda, direita), sem capa, sem negritos e sublinhados no corpo do texto; são permitidos itálicos (mas não em profusão). Tamanho de no máximo 10 páginas; impressão apenas em um lado da folha. Essas especificações visam permitir ao professor o trabalho de avaliação e de elaboração dos comentários, nas margens, nas entrelinhas do texto e, caso necessário, no verso da página. O trabalho deve conter, na primeira página, o nome do aluno e respectivo número USP.</p>","full_html"
"668","Seleção para Estágio de Pós-doutorado / Postdoctoral Fellowship (PNPD/CAPES)","posdoc/quadro","1","","","","2017-12-31","<p>O Programa de Pós-Graduação em Filosofia da Universidade de São Paulo está selecionando um (01) pesquisador para atuar no âmbito do Programa Nacional de Pós-Doutorado (PNPD-CAPES) conforme o Edital abaixo:</p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posdoc/docs/PNPD/2017/PNPD%202017_1%20(portugu%C3%AAs).pdf"">Edital PNPD Nº01/2017 - versão em português</a></p>

<p><strong>Formulário de inscrição:</strong> <a href=""http://filosofia.fflch.usp.br/posdoc/pnpd/submissao"">http://filosofia.fflch.usp.br/posdoc/pnpd/submissao</a></p>

<p> </p>

<p>The Graduate Program in Philosophy at the University of São Paulo is selecting one (01) researcher funded by the National Postdoctoral Program (PNPD-CAPES) following the Notice below:</p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posdoc/docs/PNPD/2017/PNPD%202017_1%20(english).pdf"">Notice PNPD N.01/2017 - english version</a></p>

<p><strong>Subscription form:</strong> <a href=""http://filosofia.fflch.usp.br/posdoc/pnpd/submissao"">http://filosofia.fflch.usp.br/posdoc/pnpd/submissao</a> </p>

<p> </p>

<p><strong>Deferimento das inscrições</strong>: <a href=""http://filosofia.fflch.usp.br/node/984"">http://filosofia.fflch.usp.br/node/984</a></p>","full_html"
