id_material,IdUsuario,IdSugestao,IdTipodeMaterial,tbTipodeMaterialSubcategoria,numero_capes,idTipodeVerba,Tombo,Tombo Antigo,código de impressão,ordem_relatorio,Processo,Fornecedor,Nota Fiscal,Pasta,tipo de aquisição,Data,DataAqExport,Moeda,Preço,Importado,origem_da_importacao,patrimonio_ativo
14780,8,20175,2,,,12,394762,,51783,,10/51783-7,AMAZON,,,Doação,2/11/2015,,R$,441.56,Não,AQUISIÇÃO,Sim
14781,8,20176,2,,,12,394763,,51783,,10/51783-7,AMAZON,,,Doação,2/11/2015,,R$,458.6,Não,AQUISIÇÃO,Sim
14782,8,20177,2,,,12,394764,,51783,,10/51783-7,AMAZON,,,Doação,2/11/2015,,R$,74.52,Não,AQUISIÇÃO,Sim
14784,8,20179,2,,,,394463,,12-02-15,,,CIRSTINA M.C. PIETRAROIA,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14785,8,20180,2,,,,394464,,12FEV,,,CRISTINA M.C. PIETRAROIA,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14786,8,20181,2,,,,394462,,12-02-15,,,CRISTINA M.C. PIETRAROIA,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14787,8,20182,2,,,,394461,,12-02-15,,,CRISTINA M.C. PIETRAROIA,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14788,8,20183,2,,,,394460,,12-02-15,,,CRISTINA M.C. PIETRAROIA,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14789,8,20184,2,,,,394506,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14790,8,20185,2,,,,394507,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14791,8,20186,2,,,,394504,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14792,8,20187,2,,,,394505,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14793,8,20188,2,,,,394500,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14794,8,20189,2,,,,394501,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14795,8,20190,2,,,,394502,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14796,8,20191,2,,,,394503,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14797,8,20192,2,,,,394498,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14798,8,20193,2,,,,394499,,12-02-15,,,M. CHAUI,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14799,8,20194,4,3,,,394482,198856,13-02-15,,,N. USP 7671781,,,Reposição,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14800,8,20195,4,3,,,394817,,13-02-15,,,SVAPAC,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14801,8,20196,3,3,,,394816,,13-02-15,,,SVAPAC,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14802,8,20197,4,3,,,394481,,13-02-15,,,SVAPAC,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14803,8,20198,3,,,,394480,,13-02-15,,,SVAPAC,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14804,8,20199,4,1,,,394514,105093,13-02-15,,,UNICAMP,,,Retombamento,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14805,8,20200,2,,,11,394445,,146998,,146998/2010-3,CASCADILLA PRESS,,,Doação,2/12/2015,,R$,70.02,Não,AQUISIÇÃO,Sim
14806,8,20201,2,,,11,394446,,146998,,146998/2010-3,AMAZON,,,Doação,2/12/2015,,R$,419.86,Não,AQUISIÇÃO,Sim
14807,8,20202,2,,,11,394447,,146998,,146998/2010-3,CASCADILLA PRESS,,,Doação,2/12/2015,,R$,93.08,Não,AQUISIÇÃO,Sim
14808,8,20203,2,,,11,394448,,146998,,146998/2010-3,L. CULTURA,,,Doação,2/12/2015,,R$,130.3,Não,AQUISIÇÃO,Sim
14809,8,20204,2,,,,394519,,12-02-15,,,EDIT. MOTIVATE PUBLISHING,,,Doação,2/12/2015,,R$,130,Não,AQUISIÇÃO,Sim
14810,8,20205,2,,,,394516,,12FEV,,,FL/UFMG,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14811,8,20206,2,,,,394518,,12-02-15,,,UECE,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14812,8,20207,2,,,,394517,,12-02-15,,,ED. UECE,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14813,8,20208,2,,,12,394770,,19412,,2012/19412-4,PONTOFRIO.COM,,,Doação,2/12/2015,,R$,46.19,Não,AQUISIÇÃO,Sim
14814,8,20209,2,,,12,394769,,19412,,2012/19412-4,PONTOFRIO.COM,,,Doação,2/12/2015,,R$,54.2,Não,AQUISIÇÃO,Sim
14815,8,20210,2,,,12,394768,,19412,,2012/19412-4,PONTOFRIO.COM,,,Doação,2/12/2015,,R$,73.78,Não,AQUISIÇÃO,Sim
14816,8,20211,2,,,12,394767,,19412,,2012/19412-4,AMERICANAS.COM,,,Doação,2/12/2015,,R$,159.9,Não,AQUISIÇÃO,Sim
14817,8,20212,2,,,12,394766,,19412,,2012/19412-4,AMERICANAS.COM,,,Doação,2/12/2015,,R$,42.5,Não,AQUISIÇÃO,Sim
14818,8,20213,2,,,12,394765,,19412,,2012/19412-4,AMERICANAS.COM,,,Doação,2/12/2015,,R$,168.1,Não,AQUISIÇÃO,Sim
14819,8,20214,2,,,12,394449,,146998,,146998/2010-3,L. CULTURA,,,Doação,2/12/2015,,R$,281,Não,AQUISIÇÃO,Sim
14820,8,20215,2,,,,394771,,13FEV,,,RURION MELLO-DCP,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14821,8,20216,2,,,,394772,,13FEV,,,RURION MELLO-DCP,,,Doação,2/12/2015,,R$,40,Não,AQUISIÇÃO,Sim
14822,8,20217,2,,,,394513,,20FEV,,,USP/FFLCH - CADEIRA DE ALEMAO,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14823,8,20218,2,,,,394512,,13-02JU,,,USP/FFLCH - CADEIRA DE ALEMAO,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14824,8,20219,2,,,,394511,34777,13-02JU,,,USP/FFLCH - CADEIRA DE FCS,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14825,8,20220,2,,,,394510,,13-02JU,,,USP/FFCH,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14826,8,20221,2,,,,394774,167418,13-02JU,,,USP/FFLCH-FL,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14827,8,20222,2,,,,394484,,13-02JU,,,USP/FFLCH - CADEIRA DE LINGUA E LIT. ALEMA,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14828,8,20223,2,,,,394508,,13-02JU,,,USP/FFLCH-BCA DE LETRAS,,,Retombamento,2/13/2015,,R$,40,Não,AQUISIÇÃO,Sim
14829,8,20224,2,,,,394509,,13-02JU,,,USP/FFLCH- CAD.DE LINGUA E LIT. ALEMA,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14830,8,20225,2,,,,394775,,13-02JU,,,USP/FFLCH/BFCS,,,Retombamento,2/13/2015,,R$,130,Não,AQUISIÇÃO,Sim
14832,8,20227,2,,,,394820,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,60,Não,AQUISIÇÃO,Sim
14833,8,20228,2,,,,394821,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,38,Não,AQUISIÇÃO,Sim
14834,8,20229,2,,,,394822,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,39,Não,AQUISIÇÃO,Sim
14835,8,20230,2,,,,394823,,FLT10.15,,PROAP - 190/14,WMF M.FONTES,,,Doação,2/19/2015,,R$,47,Não,AQUISIÇÃO,Sim
14836,8,20231,2,,,,394824,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,58,Não,AQUISIÇÃO,Sim
14837,8,20232,2,,,,394825,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,47,Não,AQUISIÇÃO,Sim
14838,8,20233,2,,,,394826,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,52,Não,AQUISIÇÃO,Sim
14839,8,20234,2,,,,394827,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,29,Não,AQUISIÇÃO,Sim
14840,8,20235,2,,,,394828,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,39.5,Não,AQUISIÇÃO,Sim
14841,8,20236,2,,,,394829,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,39.5,Não,AQUISIÇÃO,Sim
14842,8,20237,2,,,,394830,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,48,Não,AQUISIÇÃO,Sim
14843,8,20238,2,,,,394831,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,29.9,Não,AQUISIÇÃO,Sim
14844,8,20239,2,,,,394832,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,29.9,Não,AQUISIÇÃO,Sim
14845,8,20240,2,,,,394833,,FLT10.15,,PROAP - 190/14,WMF M. FONTES,,,Doação,2/19/2015,,R$,49,Não,AQUISIÇÃO,Sim
14846,8,20241,2,,,,394834,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/19/2015,,R$,84,Não,AQUISIÇÃO,Sim
14847,8,20242,2,,,,394450,,19-02-15,,,M. NAPOLITANO,,,Doação,2/19/2015,,R$,40,Não,AQUISIÇÃO,Sim
14849,8,20244,2,,,,394451,,19-02-15,,,M. NAPOLITIANO,,,Doação,2/19/2015,,R$,130,Não,AQUISIÇÃO,Sim
14850,8,20245,2,,,,394452,,19-02-15,,,M. NAPOLITANO,,,Doação,2/19/2015,,R$,40,Não,AQUISIÇÃO,Sim
14851,8,20246,2,,,,394453,,19-02-15,,,M. NAPOLITANO,,,Doação,2/19/2015,,R$,40,Não,AQUISIÇÃO,Sim
14852,8,20252,2,,,,394835,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/20/2015,,R$,38,Não,AQUISIÇÃO,Sim
14853,8,20253,2,,,,394836,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14854,8,20254,2,,,,394837,,FLT10.15,,PROAP - 190/14,LIVR. CULTURA,,,Doação,2/20/2015,,R$,79,Não,AQUISIÇÃO,Sim
14855,12,20255,2,,,,394207,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14857,12,20257,2,,,,394208,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14858,12,20258,2,,,,394209,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14859,12,20259,2,,,,394210,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14860,12,20260,2,,,,394211,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14861,12,20261,2,,,,394212,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14862,12,20262,2,,,,394213,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14863,12,20263,2,,,,394214,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14864,12,20264,2,,,,394215,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14865,12,20265,2,,,,394216,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14866,12,20266,2,,,,394217,,S-200215,,,H. P. CINTRAO,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14867,12,20267,2,,,,394218,,S-200215,,,,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14868,12,20268,2,,,,394219,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14869,12,20269,2,,,,394220,,S-200215,,,,,,Doação,2/20/2015,,R$,130,Não,AQUISIÇÃO,Sim
14870,12,20270,2,,,,394221,,S-200215,,,,,,Doação,2/20/2015,,R$,130,Não,AQUISIÇÃO,Sim
14871,12,20271,2,,,,394222,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,130,Não,AQUISIÇÃO,Sim
14872,12,20272,2,,,,394223,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14873,12,20273,2,,,,394224,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,130,Não,AQUISIÇÃO,Sim
14874,12,20274,2,,,,394225,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14875,12,20275,2,,,,394226,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14876,12,20276,2,,,,394227,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14877,12,20277,2,,,,394228,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,130,Não,AQUISIÇÃO,Sim
14878,12,20278,2,,,,394229,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14879,12,20279,2,,,,394230,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14880,12,20280,2,,,,394231,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14881,12,20281,2,,,,394232,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14882,12,20282,2,,,,394233,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14883,12,20283,2,,,,394234,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14884,12,20284,2,,,,394235,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14885,12,20285,2,,,,394236,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14886,12,20286,2,,,,394237,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14887,12,20287,2,,,,394238,,S-200215,,,CAPES,,,Doação,2/20/2015,,R$,40,Não,AQUISIÇÃO,Sim
14888,8,20288,2,,,12,394454,,10778,,2013/10778-9,AMAZON,,,Doação,3/2/2015,,R$,101.3,Não,AQUISIÇÃO,Sim
14889,8,20289,2,,,12,394455,,10778,,2013/10778-9,AMAZON,,,Doação,3/2/2015,,R$,70.59,Não,AQUISIÇÃO,Sim
14890,8,20290,2,,,12,394456,,10778,,2013/10778-9,AMAZON,,,Doação,3/2/2015,,R$,47.17,Não,AQUISIÇÃO,Sim
14891,12,20291,2,,,,394239,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14892,8,20292,2,,,12,394457,,10778,,2013/10778-9,AMAZON,,,Doação,3/2/2015,,R$,69.7,Não,AQUISIÇÃO,Sim
14893,12,20293,2,,,,394241,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14894,12,20294,2,,,,394240,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14895,8,20295,2,,,12,394458,,10778,,2013/10778-9,AMAZON,,,Doação,3/2/2015,,R$,82.88,Não,AQUISIÇÃO,Sim
14896,12,20298,2,,,,394242,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14897,12,20299,2,,,,394243,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14898,12,20301,2,,,,394244,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14899,12,20302,2,,,,394245,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14900,12,20304,2,,,,394246,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14901,12,20305,2,,,,394247,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14902,12,20306,2,,,,394248,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14903,12,20307,2,,,,394249,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14904,12,20308,2,,,,394250,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14905,12,20309,2,,,,394251,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14906,12,20310,2,,,,394252,,S-200215,,,THOMAZ M. KAWAUCHE,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14907,12,20311,2,,,,394253,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14908,12,20312,2,,,,394254,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14909,12,20313,2,,,,394255,,S-200215,,,CAPES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14910,12,20314,2,,,,394256,,S-200215,,,HUMBERTO Y. MAGNOZOTTI,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14911,12,20315,2,,,,394257,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14912,12,20316,2,,,,394258,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14913,12,20317,2,,,,394259,,S-200215,,,,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14914,12,20318,2,,,,394260,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14915,12,20319,2,,,,394261,,S-200215,,,CARLOS E. GONCALVES,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14916,12,20320,2,,,,394262,,S-200215,,,MARGARETH GOES,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14917,12,20321,2,,,,394263,,S-200215,,,,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14918,12,20322,2,,,,394264,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14919,12,20323,2,,,,394265,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14920,12,20324,2,,,,394266,,S-200215,,,UNESP,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14921,12,20325,2,,,,394267,,S-200215,,,,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14922,12,20326,2,,,,394268,,S-200215,,,FERNANDO S. SIEDSCHLAG,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14923,12,20327,2,,,,394269,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14924,12,20328,2,,,,394270,,S-200215,,,MARCO A. BARROS,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14925,12,20329,2,,,,394271,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14926,12,20330,2,,,,394272,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14927,12,20331,2,,,,394273,,S-200215,,,SAULO M. ADRIANO,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14928,12,20332,2,,,,394274,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14929,12,20333,2,,,,394275,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14930,12,20334,2,,,,394276,,S-200215,,,MARCOS S. BERNARDES,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14931,12,20335,2,,,,394277,,S-200215,,,UCLA,,,Doação,3/2/2015,,R$,130,Não,AQUISIÇÃO,Sim
14932,12,20336,2,,,,394278,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14933,12,20337,2,,,,394279,,S-200215,,,,,,Doação,3/2/2015,,R$,40,Não,AQUISIÇÃO,Sim
14934,8,20338,2,,,,394773,,03-03-15,,,DIANA A. PEREIRA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14935,8,20340,2,,,,394497,304490,03-03-15,,,N. USP 8978990,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14936,8,20341,2,,,,394483,,03-03-15,,,HUMANITAS - J.V. DE SOUZA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14937,8,20342,2,,,,394515,,03-03-15,,,JOAO P. SANTIAGO,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14938,8,20343,2,,,,394494,373855,03-03-15,,,N. USP 3322982,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14939,8,20344,2,,,,394496,554,03-03-15,,,N. USP 7998389,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14940,8,20345,2,,,,394488,245604,03-03-15,,,N. USP 7615137,,,Reposição,3/3/2015,,R$,130,Não,AQUISIÇÃO,Sim
14941,12,20347,2,,,,394866,,S-200215,,,,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14942,12,20348,2,,,,394867,,S-200215,,,GABRIEL H. R. DIAS,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14943,12,20350,2,,,,394868,,S-200215,,,UNIVASF/PE,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14944,12,20351,2,,,,394869,,S-200215,,,UNIVASF/PE,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14945,12,20352,2,,,,394870,,S-200215,,,UNIVASF/PE,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14946,12,20353,2,,,,394871,,S-200215,,,PEDRO G. FACCHINI,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14947,12,20355,2,,,,394872,,S-200215,,,AUTORA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14948,8,20356,2,,,,394819,13154,03-03-15,,,INST. DE INVEST. FILOLOGICAS,,,Retombamento,3/3/2015,,R$,130,Não,AQUISIÇÃO,Sim
14949,12,20357,2,,,,394873,,S-200215,,,ENAP,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14950,12,20359,2,,,,394874,,S-200215,,,FUND. FLORESTAL,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14951,12,20360,2,,,,394875,,S-200215,,,,,,Doação,3/3/2015,,R$,130,Não,AQUISIÇÃO,Sim
14952,12,20362,2,,,,394876,,S-200215,,,,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14953,12,20363,2,,,,394877,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14954,12,20365,2,,,,394878,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14955,12,20366,2,,,,394879,,S-200215,,,CARLOS H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14956,12,20367,2,,,,394880,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14957,12,20368,2,,,,394881,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14958,12,20369,2,,,,394882,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14959,12,20370,2,,,,394883,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14960,12,20371,2,,,,394884,,S-200215,,,GUSTAVO H. TUNA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14961,8,20372,2,,,,394490,273088,03-03-15,,,N. USP 7245757,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14962,12,20373,2,,,,394885,,S-200215,,,IFCH/UNICAMP,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14963,12,20374,2,,,,394886,,S-200215,,,PAULA MARCILINO,,,Doação,3/3/2015,,R$,130,Não,AQUISIÇÃO,Sim
14964,8,20376,2,,,,394493,271597,03-03-15,,,N. USP  7245952,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14965,12,20377,2,,,,394887,,S-200215,,,ANTONIO CARDOSO,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14966,12,20378,2,,,,394888,,S-200215,,,EEFE/USP,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14967,12,20379,2,,,,394889,,S-200215,,,AUTORA,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14968,12,20380,2,,,,394890,,S-200215,,,MONICA KALIL,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14969,12,20381,2,,,,394891,,S-200215,,,,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14970,8,20382,2,,,,394849,279246,03-03-15,,,N. USP 7201403,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14971,12,20384,2,,,,394892,,S-200215,,,HELOISA MARTINS,,,Doação,3/3/2015,,R$,130,Não,AQUISIÇÃO,Sim
14972,8,20385,2,,,,394487,14778,03-03-15,,,N. USP 6606910,,,Reposição,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14973,12,20386,2,,,,394893,,S-200215,,,,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
14974,12,20387,2,,,,394894,,S-200215,,,VALERIA VAZ,,,Doação,3/3/2015,,R$,40,Não,AQUISIÇÃO,Sim
