"nid","title","field_inicial","body"
"1892","Nota de falecimento do Prof. Francisco Benjamin de Souza Netto (1937-2019)","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/Foto%20BENJAMIN.jpg"" style=""float:left; margin:10px; width:50%"" /></p>

<p class=""rtejustify"">No dia 15 de maio de 2019, recebemos, com grande pesar, a notícia do falecimento do prof. Francisco Benjamin de Souza Netto.</p>

<p class=""rtejustify"">Francisco Benjamin aposentou-se, em 2007, como professor do Departamento de Filosofia da UNICAMP. Em seus muitos anos de docência, lecionou também em boa parte de nossos cursos de Filosofia, entre eles, os da PUC-SP, da UNESP, do São Bento, da USP.</p>

<p class=""rtejustify"">Foi o primeiro professor de História da Filosofia Medieval do Departamento de Filosofia da USP. E um dos fundadores, em 1992, do Centro de Estudos de Filosofia Patrística e Medieval de São Paulo (CEPAME).</p>

<p class=""rtejustify"">Dedicou sua sólida e erudita formação filosófica principalmente ao estudo da tradição platônica. Platão, por certo, como também o neoplatonismo de Plotino e, em particular, de Agostinho, dos Padres Gregos do século IV. Além de, em grande medida, empreender a difícil leitura do que conhecemos sobre a literatura médio-platônica.</p>

<p class=""rtejustify"">Formou grande número de alunos e orientandos. Se em sala de aula se permitia, em busca da expressão precisa do pensamento, angustiantes pausas de mais de um minuto (que duravam uma eternidade), ao cabo das quais voltava ao exato momento em que interrompera a frase, seu dom era o das conversas pessoais, generosamente abertas a quem o demandasse, sem tempo para terminar e nas quais se aprendia o que nos escapava na leitura.</p>

<p class=""rtejustify"">O Professor Doutor Francisco Benjamin de Souza Netto foi também Dom Estêvão, OSB, monge beneditino que, embora pouco afeito à estabilidade monástica, como é fácil perceber, soube honrar o que de melhor há na grandiosa tradição transmitida pelos velhos monges alemães do Mosteiro de São Bento, aos quais devia sua formação.</p>

<p class=""rtejustify"">Além de professor de nossos cursos de Filosofia, foi professor em diversos Seminários, católicos e protestantes, em particular naqueles que foram sendo sucessivamente fechados nos anos 70 do século passado.</p>

<p class=""rtejustify"">Tento sido militante da Juventude Universitária Católica (JUC) em seus anos de estudante, nunca deixou o firme compromisso com a luta pelas liberdades democráticas. Foi assessor da Conferência Nacional dos Bispos do Brasil (CNBB) e, simultaneamente, do Centro Ecumênico de Documentação e Informação (CEDI), nos tempos do Cardeal Arns e do Reverendo Jaime Whrigt.</p>

<p class=""rtejustify"">Não por acaso, na bela e solene Missa de Réquiem celebrada no Mosteiro em suas exéquias, estavam, igualmente saudosos, amigos, companheiros, colegas de muitas universidades – confessionais e laicas–, discípulos, estudantes. Seu velório foi feito pela família.</p>

<p class=""rtejustify"">A harmonia que Francisco Benjamin soube emprestar a tantos papéis é bem exemplificada pelo tema de sua tese doutoral: <em>Platão</em>, sim, que tão bem pode convir ao rigor de análise do professor como à erudição do monge, mas melhor que seja sobre o <em>pensamento político </em>do autor; em particular, tema candente, ontem como hoje, sobre <em>O problema da censura no pensamento político de Platão</em>.</p>

<p class=""rteright"">Por <em>José Carlos Estévão</em></p>
"
"1271","Lançamento do último volume do JOURNAL OF ANCIENT PHILOSOPHY, que homenageia o Prof. Francis Wolff","2","<p class=""rtejustify""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/franciswolff.jpg"" style=""float:left; height:170px; margin:10px; width:260px"" />Francis Wolff atuou como professor de filosofia na USP de 1980 a 1984, tendo sido o último professor francês a ocupar a <em>Cátedra de Filosofia</em> que a França manteve na USP até aquela data. <em>Normalien</em>, ele obtém sua <em>Agrégation en Philosophie</em> em 1974; em sua volta à França, atua como <em>maître de conférences</em> em Reims (1989-1992) e na <em>Ecole Normale Supérieure</em> (1992-1999), para a qual retorna, em 2001, após um curto período já como <em>Professeur des Universités</em> em Nanterre. Na célebre escola da <em>rue d’Ulm</em>, Francis vai desenvolver toda uma reflexão filosófica que, iniciada com o pensamento antigo, gradualmente passa a abranger questões modernas e contemporâneas de ontologia, epistemologia, ética, estética; dele temos importantes obras sobre linguagem e mundo, a noção de humanidade, a natureza da música, as figuras filosóficas, a experiência amorosa, os impasses políticos – inclusive um livro sobre os caminhos da tauromaquia na nossa relação com os animais. Sutil conhecedor da história da filosofia, Francis sempre foi um argumentador brilhante, de grande fôlego filosófico, tendo dirigido por anos os <em>Lundis de la Philosophie</em>, espaço aberto e crítico no qual os mais diferentes temas são analisados sob a ótica filosófica. Sua grande generosidade foi sempre patente em suas relações com o mundo acadêmico brasileiro, em especial com a USP. Em Junho de 2015 aposentou-se como <em>Professor Emérito</em> da <em>ENS</em>; naquela ocasião, colegas e alunos organizaram um encontro, do qual resultou um livro em sua homenagem, que pomos à disposição aqui: <em>Les Amis et les Disciples</em> – Mélanges Offerts à Francis Wolff <em>(Journal of Ancient Philosophy</em>, volume suplementar 1 2019).</p>

<p class=""rtejustify""><a href=""http://www.revistas.usp.br/filosofiaantiga"">www.revistas.usp.br/filosofiaantiga</a></p>

<p class=""rtejustify""><a href=""http://www.journals.usp.br/filosofiaantiga"">www.journals.usp.br/filosofiaantiga</a></p>

<p class=""rtejustify""><a href=""http://www.franciswolff.fr/"">www.franciswolff.fr</a></p>
"
"1261","Aula inaugural 2018 | Departamento de Filosofia da USP","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_aula_inaugural.jpg"" style=""width:100%"" /></p>
"
"1180","Prêmio Capes de Tese 2017 - Menção Honrosa","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/mencao_honrosa_capes.jpg"" style=""width:100%"" /></p>
"
"1178","Comunicado: eleição para representante discente da pós-graduação - janeiro 2018","2","<p class=""rtejustify""><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/Comunicado%20eleicao%20discente%202018.jpg""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/Comunicado%20eleicao%20discente%202018.jpg"" style=""width:100%"" /></a></p>

<p class=""rtejustify""> </p>

<p class=""rtejustify"">A<strong> escolha da representação discente</strong> de pós-graduação em nível de doutorado, processar-se-á, nos termos da Seção II do Capítulo II do Regimento Geral, em uma <strong>única fase</strong>, no dia <strong>17/01/2018 das 10h às 20h</strong>, por meio de sistema eletrônico de votação e totalização de votos.  </p>

<p>Para saber mais, acesse: <img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""border:0px; box-sizing:border-box; height:16px; max-width:100%; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/docs/portaria_ccp_02_2017.pdf"" style=""color: rgb(82, 114, 191); text-decoration-line: none; transition: background-color 0.2s ease, border 0.2s ease, color 0.2s ease, opacity 0.2s ease-in-out;"" target=""_blank""><strong>PORTARIA CCP/USP Nº 002/2017, de 21/12/2017</strong></a> </p>
"
"1155","Informes","2","<h3>Eleição para representante discente de pós-graduação em nível de doutorado junto a CCP-Filosofia</h3>

<p class=""rtejustify"">Prezados alunos do curso Pós-graduação,</p>

<p class=""rtejustify"">convocamos interessados para a inscrição para representante discente de pós-graduação em<strong> nível de doutorado</strong> junto a CCP-Filosofia.</p>

<p class=""rtejustify"">O<strong> <span style=""color:#FF0000"">pedido de inscrição</span></strong> individual ou por chapa dos candidatos, formulado por meio de requerimento, será recebido por sistema eletrônico <strong><a href=""http://filosofia.fflch.usp.br/posgraduacao/eleicaodiscente"">http://filosofia.fflch.usp.br/posgraduacao/eleicaodiscente</a></strong> no período <span style=""color:#FF0000""><strong>de 22/12/2017 a 12/01/2018</strong></span>, mediante declaração de que o candidato é aluno regularmente matriculado no curso de pós-graduação em filosofia da Unidade. </p>

<p class=""rtejustify"">A<strong> escolha da representação discente</strong> de pós-graduação em nível de doutorado, processar-se-á, nos termos da Seção II do Capítulo II do Regimento Geral, em uma <strong>única fase</strong>, no dia <strong>17/01/2018 das 10h às 20h</strong>, por meio de sistema eletrônico de votação e totalização de votos.  </p>

<p>Para saber mais, acesse: <img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/docs/portaria_ccp_02_2017.pdf"" target=""_blank""><strong>PORTARIA CCP/USP Nº 002/2017, de 21/12/2017</strong></a> </p>

<div class=""rtecenter"" style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">
<hr /><strong>Primeiro <em>Summer School</em> da Comissão de Cooperação Internacional (CCInt)<br />
da Faculdade de Filosofia, Letras e Ciências Humanas da USP</strong><br />
 </div>

<div dir=""ltr"" style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">
<div class=""rtejustify"">É com grande felicidade que a CCInt da FFLCH anuncia que, com o apoio da Direção e dos Programas de Pós-Graduação da Faculdade, poderão ser oferecidos gratuitamente todos os cursos do primeiro <em>Summer School </em>FFLCH/USP.<br />
São dezoito cursos de professores de algumas das mais importantes universidades do mundo na Área de Humanidades. Esses professores foram convidados pela Faculdade para ministrar seminários dedicados a suas pesquisas atuais, criando assim uma possibilidade única de alunas e alunos da USP e outras interessados terem contato e dialogar com os debates atuais feitos fora do nosso país. Os cursos são das áreas de História, Ciências Sociais, Psicanálise, Filosofia, Tradução. Linguística e Teoria Literária.<br />
Ao oferecê-los de forma totalmente gratuita, a FFLCH reforça seu empenho na defesa de função pública da universidade, comprometendo-se em fornecer formação plural a todas e todos e, ao mesmo tempo, fortalecendo sua política de internacionalização com a criação de um espaço de formação e interação entre estudantes e docentes da USP e os docentes das universidades conveniadas. </div>

<div> </div>

<div>As inscrições acontecerão online, pelo <u>Sistema Apolo</u>,<strong> de 21 de dezembro de 2017, a partir das 09:00, até o dia 04 de janeiro de 2018</strong>.<br />
Para realizar a inscrição, clique em: <a href=""https://uspdigital.usp.br/apolo/inscricaoPublicaFormCursosOferecidosListar?oriins=W"" style=""color: rgb(17, 85, 204);"" target=""_blank"">https://uspdigital.usp.br/apolo/inscricaoPublicaFormCursosOferecidosListar?oriins=W</a>  </div>

<div>Maiores informações podem ser encontradas no link: <a href=""http://sce.fflch.usp.br/node/2511"" style=""color: rgb(17, 85, 204);"" target=""_blank"">http://sce.fflch.usp.br/node/2511</a><br />
 </div>

<div class=""rtejustify"">Vale lembrar que os cursos possuem um limite de vagas. Sugerimos, portanto, que as inscrições sejam feitas quanto antes, lembrando que a USP estará em recesso do dia 25/12/2017 a 02/01/2018.</div>
</div>
"
"1135","Cerimônia de Outorga do Título de Profa. Emérita à Profa. Dra. Marilena de Souza Chaui","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/convite%20correcao.jpg"" style=""width:100%"" /></p>
"
"1089","59º Edição do Prêmio Jabuti","2","<p class=""rtejustify""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/lancamentos/A%20nervura%20do%20real%20II.jpg"" style=""float:left; margin:10px; width:25%"" />A quintagésima nona edição do Prêmio Jabuti contemplou a Professora Dra. Marilena de Souza Chaui na categoria Ciências Humanas com o livro <em>A Nervura do Real II: Imanência e liberdade em Espinosa </em>publicado pela editora Companhia das Letras. <br />
""Marilena Chaui, intelectual pública e uma das grandes filósofas de sua geração, completa agora o percurso iniciado com o estudo da ideia espinosana de imanência, obra que causou grande repercussão e debate quando publicada, em 1999. Hoje, filósofos, psicanalistas e neurobiologistas voltam-se para a filosofia de Espinosa para redescobrir um pensamento que enfrentou de modo certeiro questões retomadas no presente. Neste segundo volume, Chaui lida com a questão da liberdade em Espinosa - tema que nos interpela talvez mais que qualquer outro em sua filosofia - e procura demonstrar que a necessidade incondicionada da potência infinita da Natureza, da qual somos uma expressão, é a condição da liberdade humana."" </p>

<p>Contemplados na mesma categoria:</p>

<p><strong>Ciências Humanas</strong></p>

<p><strong>1º Lugar - Título: A Nervura do Real II – Autor(a): Marilena Chaui – Editora: Companhia das Letras</strong><br />
2º Lugar - Título: A radiografia do golpe: entenda como e por que você foi enganado – Autor(a): Jessé Souza – Editora: Leya<br />
3º Lugar - Título: A Tentação Fascista no Brasil: Imaginário de Dirigentes e Militantes Integralistas – Autor(a): Hélgio Trindade – Editora: Editora da UFRGS</p>

<p> </p>

<div style=""page-break-after: always;""><span style=""display:none""> </span></div>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/unnamed.jpg"" style=""margin:5px; width:30%"" /><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/unnamed%20(2).jpg"" style=""margin:5px; width:30%"" /><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/unnamed%20(3).jpg"" style=""margin:5px; width:30%"" /></p>
"
"1017","Manifestações da Comunidade Acadêmica","2","<blockquote>
<p>Caras e caros,</p>

<p>é com enorme pesar que comunico o falecimento do Professor Oswaldo Porchat na tarde desse domingo. O significado da obra e da vida de Oswaldo Porchat para a história deste departamento e para o desenvolvimento da filosofia no Brasil não pode ser abarcado em poucas linhas. Limito-me a informar que o velório será realizado no Salão Nobre da Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de São Paulo, a partir das 8 horas da manhã desta segunda-feira.</p>

<p>O departamento de filosofia expressa sua mais profunda dívida para com Oswaldo Porchat e manifesta seus mais sinceros pêsames aos amigos e familiares.</p>
</blockquote>

<p> </p>

<p class=""rteright"">Atenciosamente,<br />
Prof. Luiz Repa - Chefe de Departamento</p>

<hr />
<blockquote>
<p> Sentimos muito por esta grande perda e enviamos nossos sentimentos aos familiares, amigos e ao Departamento de Filosofia. </p>
</blockquote>

<p class=""rteright"">Centro Acadêmico de Filosofia - Prof. João Cruz Costa</p>

<hr />
<p> </p>

<blockquote>
<p>""Ensinar a filosofar exige que se filosofe também. Que se tenha coragem de pensar por conta própria, de propor ideias, de tomar posições, de fazer críticas e de recebê-las” Com essas palavras que o prof. Oswaldo Porchat exprimia a sua visão não só sobre a docência e a pesquisa em filosofia, mas, sobretudo, sobre a importância da conquista de autonomia de pensamento pelos estudantes. Agradecemos profundamente ao professor pelo apreço que sempre nutriu pela posição do estudante, e por nos encorajar a seguir pelo caminho da filosofia.</p>
</blockquote>

<p> </p>

<p class=""rteright"">Representação Discente | Departamento de Filosofia da USP</p>

<hr />
<p> </p>

<blockquote>
<p>Meus sentimentos aos familiares e ao Departamento de Filosofia</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. João Carlos Salles | Magnífico Reitor da UFBA</p>

<hr />
<p> </p>

<blockquote>
<p>Meus sentimentos aos colegas e funcionários do Departamento de Filosofia.</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Sérgio Adorno | Departamento de Sociologia e NEV/USP</p>

<hr />
<p> </p>

<blockquote>
<p>Meus sentimentos ao Departamento e à família. Porchat era do bem e todo mundo gostava dele.</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Ivan Domingues | UFMG</p>

<hr />
<p> </p>

<blockquote>
<p>O professor Osvaldo Porchat teve uma carreira longa e frutuosa. Formou dezenas de pesquisadores e influencia uma quantidade inumerável de estudantes ao longo de toda sua vida acadêmica. Excelente pesquisador, sempre se destacou nos estudos que empreendeu em lógica, em história da filosofia e em filosofia. Mas, vale destacar, o maior dos talentos do professor Porchat foi mesmo o magistério. Porchat não foi somente um professor de disciplinas, pois, a exemplo dos mestres do ceticismo antigo, filosofia a que ele já há muito tempo dedicava suas investigações, sabia fazer com que seus estudantes aprendessem a pensar. Sua maior lição. Faleceu, para completar uma vida exemplar, justamente no dia do professor.</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Alex Calheiros | UnB</p>

<hr />
<p> </p>

<blockquote>
<p>Gostava muito dele! Um abraço para seus familiares e para todos os amigos.</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Daniel Tourinho Peres | UFBA</p>

<hr />
<p> </p>

<blockquote>
<p>Triste notícia. Nossos sentimentos ao departamento e aos familiares!                                                                              </p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Profa. Dra. Carolina Soria e Prof. Dr. Luís Nascimento | UFSCar</p>

<hr />
<p> </p>

<blockquote>
<p>Meus pêsames à família e aos colegas da USP e da Unicamp pelo falecimento do grande e inesquecível  amigo Porchat .</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Raul Landim | UFRJ</p>

<hr />
<p> </p>

<blockquote>
<p>Consolos possíveis para a família do querido Porchat.</p>
</blockquote>

<p> </p>

<div> </div>

<div>
<p class=""rteright"">Prof. Márcio Sattin</p>

<hr />
<p> </p>

<blockquote>
<p>Sinto muitíssimo, meus sentimentos aos familiares e ao Departamento de Filosofia.</p>
</blockquote>
</div>

<div> </div>

<div class=""rteright"">Prof. Dr. Vinícius Berlendis | UFPR</div>

<div>
<hr />
<p> </p>

<blockquote>
<p>Meus sentimentos.                                                                                                                                                  </p>
</blockquote>
</div>

<p> </p>

<div> </div>

<div class=""rteright"">Profa. Dra. Irene Cardoso | Dep. Sociologia USP</div>

<div>
<hr />
<p> </p>

<blockquote>
<p><em>Pêsames para a família e ao Departamento de Filosofia</em></p>
</blockquote>
</div>

<div> </div>

<p> </p>

<div>
<p class=""rteright"">Prof. Dr. Valter José</p>

<hr />
<p> </p>

<blockquote>
<p>Meus pêsames ao familiares e ao Departamento de Filosofia.                                           </p>
</blockquote>
</div>

<div> </div>

<div class=""rteright"">Prof. Dr. José Luiz Bastos | UFABC</div>

<hr />
<p> </p>

<blockquote>
<div>Uma grande perda... Meus sentimentos aos familiares e amigos</div>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Profa. Dra. Juliana Aggio | UFBA</p>

<hr />
<p> </p>

<blockquote>
<div>O Porchat foi a pessoa mais importante em minha formação e depois se tornou um querido amigo. Estou muito triste. </div>
</blockquote>

<div> </div>

<div class=""rteright"">Prof. Dr. Marcelo Carvalho | UNIFESP</div>

<hr />
<p> </p>

<div>
<blockquote>
<p>Triste pela perda.<br />
Meus sentimentos aos familiares e ao Departamento de Filosofia.</p>
</blockquote>

<p> </p>

<p class=""rteright"">Profa. Dra. Maria Isabel Limonge | UFPR</p>

<hr />
<p> </p>

<blockquote>
<p>Manifesto minha fraterna solidariedade e meu profundo pesar aos familiares, amigos e à comunidade acadêmica da filosofia da USP pela perda do grande filósofo e professor Oswaldo Porchat.</p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Adriano Correia | Presidente da Anpof/UFG</p>

<hr />
<blockquote>
<p>À familia e a todos os colegas nossos sentimentos.                                                      </p>
</blockquote>

<p class=""rteright""> </p>

<p class=""rteright"">Prof. Dr. Luiz Carlos | PUC-Rio</p>

<hr />
<p> </p>

<blockquote>
<p>Soube com muita tristeza que faleceu Porchat. Uma grande perda para a filosofia no Brasil, e para mim um amigo. Meus sinceros sentimentos à família e aos colegas da USP.</p>
</blockquote>
</div>

<p> </p>

<p class=""rteright"">Prof. Dr. Oswaldo Chateaubriand | PUC-Rio </p>
"
"880","Homenagem a Antonio Candido (1918-2017)","2","<p class=""rtejustify""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/notas/11752517_1063876233630404_8286747405970429723_n.jpg"" style=""float:left; height:429px; margin:10px; width:423px"" />Há exatos dez anos a revista Discurso publicava em seu número 37 um pequeno texto que seria a última contribuição de Antônio Cândido para a revista, fundada em 1970 por sua esposa, Gilda de Mello e Souza. Intitulado <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/notas/CANDIDO%2C%20Antonio.%20A%20import%C3%A2ncia%20de%20n%C3%A3o%20ser%20fil%C3%B3sofo.pdf"">“A importância de não ser filósofo”</a>, ele foi inserido pelo editor, Márcio Suzuki, logo na abertura desse número, e não poderia ter sido diferente. Não era essa, porém, a intenção do autor, que pedira a Franklin de Mattos, por intermédio de quem fizera o texto chegar à Discurso, que fosse publicado no final, dizendo algo assim, “vocês ainda têm aquela seção de notas, não é?”. Contando essa história na época, no café da faculdade, o mesmo Franklin de Mattos não conteve a exclamação: “Já pensaram? O maior intelectual brasileiro da segunda metade do século XX pede que a Discurso publique o seu texto numa seção de notas, no final da revista?” É claro que o maior da primeira metade foi Mário de Andrade; mas e quanto a Sérgio Buarque de Holanda? “É mesmo, havia esquecido! São três, então”. Neste 12 de maio de 2017, ainda sob o impacto da tristeza pela morte de Antônio Cândido, a quem este Departamento de Filosofia tanto deve, julgamos que seria uma maneira adequada de homenagear sua memória dar notícia, mais uma vez, desse pequeno e brilhante ensaio. </p>

<div style=""page-break-after: always;""><span style=""display:none""> </span></div>

<p class=""rtejustify""><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/notas/CANDIDO%2C%20Antonio.%20A%20import%C3%A2ncia%20de%20n%C3%A3o%20ser%20fil%C3%B3sofo.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/notas/CANDIDO%2C%20Antonio.jpg"" style=""border-style:solid; border-width:1px; box-shadow:10px 10px; width:200px"" /></a></p>

<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/notas/CANDIDO%2C%20Antonio.%20A%20import%C3%A2ncia%20de%20n%C3%A3o%20ser%20fil%C3%B3sofo.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> CANDIDO, Antonio. A importância de não ser filósofo</a> </p>
<!--break-->"
"856","Resultado da eleição para representantes discentes de pós-graduação junto a CCP-Filosofia","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/docs/eleicao%20rd_ccp_filosofia.jpg"" style=""width:100%"" /></p>
"
"855","Comunicado: eleição para representantes discentes de pós-graduação junto a CCP-Filosofia","2","<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/docs/Comunicado eleicao representante discente pos-graduacao.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/docs/Comunicado%20eleicao%20representante%20discente%20pos-graduacao.jpg"" style=""width:100%"" /></a></p>
"
