"nid","title","field_tipo_evento","field_data_do_evento","field_data_do_evento_fim","field_data_eventos_externos","field_data_eventos_externos_fim","field_campo_extra","field_ministrantes","field_adicionar_maiores_informa_","field_informacoes_essenciais","field_org","field_p_gina","field_contato","field_local","field_mapa_do_local","field_endereco_evento","field_outras_informacoes_evento","field_programa_o_do_evento","field_imagem_de_divulga_o"
"1519","Jornada: Sobre o Fim da Arte","1","26/06/2018 - 15:30","26/06/2018 - 15:30","","","26 de junho de 2018","Prof. Dr. Marco Aurélio Werle (DF USP), Prof. Dr. Pedro Süssekind (DF UFF), Dr. Pedro Galé (Pós-doutorando DF USP)","","<p><span style=""font-family:georgia,serif"">Jornada</span></p>

<p><span style=""font-size:22px""><strong><span style=""font-family:georgia,serif"">Sobre o fim da arte</span></strong></span></p>

<p><span style=""font-family:georgia,serif"">com</span></p>

<p><strong><span style=""font-family:georgia,serif"">Prof. Marco Aurélio Werle (USP)</span></strong></p>

<p class=""rteindent1""><span style=""font-family:georgia,serif""><em>(autor de A questão do fim da arte em Hegel, Hedra, São Paulo, 2011)</em></span></p>

<p><span style=""font-family:georgia,serif"">e</span></p>

<p><strong><span style=""font-family:georgia,serif"">Prof. Pedro Süssekind Viveiros de Castro (UFF)</span></strong></p>

<p class=""rteindent1""><span style=""font-family:georgia,serif""><em>(autor de Teorias do fim da arte, Sete Letras, Rio de Janeiro, 2017)</em></span></p>

<p> </p>

<p><strong><span style=""font-family:georgia,serif"">Coordenação de Dr. Pedro Fernandes Galé</span></strong></p>

<p class=""rteindent1""><span style=""font-family:georgia,serif"">(pós-doutorando/USP)</span></p>

<p class=""rteindent1""> </p>

<p><span style=""font-size:14px""><strong><span style=""font-family:georgia,serif"">26 de junho de 2018</span></strong></span></p>

<p><span style=""font-size:14px""><strong><span style=""font-family:georgia,serif"">Sala 08, Conjunto Didático de Filosofia e Ciências Sociais</span></strong></span></p>

<p><span style=""font-size:14px""><strong><span style=""font-family:georgia,serif"">15h30</span></strong></span></p>
","Prof. Dr. Marco Aurélio Werle","","<a href=""mailto:eventosdf@usp.br"">eventosdf@usp.br</a>","Sala 008","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/CARTAZ%20Sobre%20o%20fim%20da%20arte%20A.jpg"
"1510","10ª Jornada de Filosofia das Ciências Físicas","1","18/06/2018 - 09:00","22/06/2018 - 19:00","","","De 18 a 22 de junho de 2018","","","<p><span style=""font-family:georgia,serif""><span style=""font-size:22px""><strong>10a Jornada de Filosofia das Ciências Físicas<br />
18 a 22 de junho de 2018</strong></span></span></p>

<p><span style=""font-size:18px""><span style=""font-family:georgia,serif"">Instituto de Física, USP</span></span></p>

<p> </p>
","Prof. Osvaldo Pessoa Jr. [Prof. DF USP] e  Diana Taschetto [Doutoranda DF USP]","","<a href=""mailto:eventosdf@usp.br"">eventosdf@usp.br</a>","Instituto de Física - IF/USP","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Rua do Matão, número 1371, na Cidade Universitária","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Jornada-FiCiFi-10.pdf",""
"1505","Tributo a Oswaldo Porchat","1","14/06/2018 - 18:00","14/06/2018 - 22:00","","","14 de junho de 2018, das 18h às 22h","","1","","","","","Auditório da Fundação Editora da Unesp","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Praça da Sé, 108 – 7º andar – Centro – São Paulo","<p><strong>Programação</strong></p>

<p><strong>14 de junho de 2018</strong></p>

<p><strong>18h às 19h | Mesa-redonda sobre o livro <em>Uma visão cética do mundo</em> </strong><br />
 <br />
<strong>Roberto Bolzani </strong><br />
Doutor em Filosofia pela Universidade de São Paulo, onde é professor doutor.<br />
 <br />
<strong>Renato de Andrade Lessa </strong><br />
Doutor em Teoria Política pelo Instituto Universitário de Pesquisas do Rio de Janeiro e professor associado III da Pontifícia Universidade Católica do Rio de Janeiro.<br />
 <br />
<strong>Plínio Junqueira Smith </strong><br />
Doutor em Filosofia pela Universidade de São Paulo, é professor Adjunto da Universidade Federal de São Paulo (Unifesp). </p>

<p><strong>19h às 20h | Mesa-redonda sobre Oswaldo Porchat </strong></p>

<p><strong>Rogerio Cezar de Cerqueira Leite</strong><br />
Doutor em Física de Sólidos pela Universidade de Paris, França, trabalha no International Union Pure and Applied Physics, Estados Unidos.<br />
 <br />
<strong>Ruy Fausto</strong><br />
Doutor em Filosofia pela Université Paris 1 Pantheon-Sorbonne, França, é professor emérito da Universidade de São Paulo. <br />
 <br />
<strong>Andrea Maria Altino de Campos Loparic</strong><br />
Doutora em Lógica e Filosofia da Ciência pela Universidade Estadual de Campinas, é professora doutora da Universidade de São Paulo. </p>

<p><strong>20h às 22h | Plínio Junqueira Smith autografa o livro <em>Uma visão cética do mundo: Porchat e a Filosofia</em></strong></p>

<p><sub><em>Haverá certificado de 2 horas para quem participar das mesas-redondas</em></sub></p>

<p> </p>
","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/homenagem%20porchat.jpg"
"1416","Contemporary Research in Philosophy of Science: Tendencies and Prospects","1","22/06/2018 - 14:00","22/06/2018 - 14:00","","","22 de junho de 2018 às 14h","Dr. Nick Huggett (University of Illinois at Chicago)","","","Prof. Dr. Osvaldo F. Pessoa Jr. e Diana Taschetto","","","Sala 012","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_palestra_nick_fflch.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_palestra_nick_fflch.JPG"
"1409","Curso de difusão ""Teorias da Justiça na Filosofia Política Contemporânea""","1","04/06/2018 - 10:00","15/06/2018 - 12:30","","","de 4 a 15 de junho de 2018","Dr. Lucas Cardoso Petroni","","<div class=""field field-type-text field-field-publico"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-label"" style=""margin: 0px; padding: 0px; font-weight: bold;"">Público Alvo: </div>

<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<p><span style=""font-family:arial,helvetica,sans-serif"">Estudantes de filosofia, teoria política e interessadas(os) em geral.</span></p>
</div>
</div>
</div>

<div class=""field field-type-text field-field-obj"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-label"" style=""margin: 0px; padding: 0px; font-weight: bold;"">Objetivo: </div>

<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<p class=""rtejustify""><span style=""font-family:arial,helvetica,sans-serif"">O curso tem por objetivo geral introduzir aos(as) participantes algumas das teorias da justiça mais importante da segunda metade do século XX, fornecendo subsídios conceituais para a compreensão e participação academicamente orientada nos debates contemporâneos sobre justiça social. Alguns dos principais problemas filosóficos suscitados pelo estudo de teorias da justiça são: (i) O que é justiça social e com base em quais critérios podemos dizer de uma sociedade que ela é justa ou injusta?; (ii) Qual a natureza das teorias da justiça? Qual a sua fundamentação e o seu conteúdo?; (iii) Qual a métrica adequada de distribuição em uma sociedade igualitária?; (iv) Será a igualdade um valor moral independente? Qual a relação da igualdade com valores igualmente valiosos, como a liberdade e a fraternidade?; (v) Qual é o papel de teorias da justiça na crítica social?<br />
<br />
Para efeitos de organização, o curso tomará como referência teórica central a obra de John Rawls. Mais especificamente, serão apresentadas e debatidas as teorias da justiça pré e pós-publicação de Uma Teoria da Justiça (1971). As leituras propostas para o curso foram pensadas de forma a abarcar tanto aquelas(es) participantes que estão tendo contato inicial com a discussão, como também aquelas(es) participantes mais avançados, que já pesquisam em áreas correlatas. Na última seção do curso - e caso a proposta tenha apoio entre as/os participantes - será aberto um espaço para a discussão metodológica sobre como escolher e pesquisar problemas de justiça na filosofia política contemporânea.</span></p>
</div>
</div>
</div>

<div class=""field field-type-text field-field-programa"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-label"" style=""margin: 0px; padding: 0px; font-weight: bold;""> </div>

<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;""> </div>
</div>
</div>

<div class=""field field-type-number-decimal field-field-carga"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<div class=""field-label-inline-first"" style=""margin: 0px; padding: 0px; font-weight: bold; display: inline;"">Carga horária: </div>
 15.00h</div>
</div>
</div>

<div class=""field field-type-text field-field-vagas"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-label"" style=""margin: 0px; padding: 0px; font-weight: bold;"">Vagas: </div>

<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<p>Máximo: 50.</p>

<p>Mínimo: 20.</p>
</div>
</div>
</div>

<div class=""field field-type-text field-field-certificado"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<div class=""field-label-inline-first"" style=""margin: 0px; padding: 0px; font-weight: bold; display: inline;"">Certificado/Critério de Aprovação: </div>
 Presença mínima de 75%.</div>
</div>
</div>

<div class=""field field-type-text field-field-coordena"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<div class=""field-label-inline-first"" style=""margin: 0px; padding: 0px; font-weight: bold; display: inline;"">Coordenação: </div>
 Profº. Dr. Ricardo Ribeiro Terra (FFLCH/USP).</div>
</div>
</div>

<div class=""field field-type-text field-field-ministrantes"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-label"" style=""margin: 0px; padding: 0px; font-weight: bold;"">Ministrante(s): <span style=""font-family:arial,helvetica,sans-serif"">Dr. Lucas Cardoso Petroni</span></div>
</div>

<div class=""field field-type-text field-field-promo"" style=""margin: 0px; padding: 0px; color: rgb(94, 101, 104); font-family: Verdana, Geneva, Arial, Helvetica, sans-serif; font-size: 12px; background-color: rgb(253, 254, 254);"">
<div class=""field-items"" style=""margin: 0px; padding: 0px;"">
<div class=""field-item odd"" style=""margin: 0px; padding: 0px;"">
<div class=""field-label-inline-first"" style=""margin: 0px; padding: 0px; font-weight: bold; display: inline;"">Promoção: </div>
 Departamento de Filosofia da FFLCH/USP.</div>
</div>
</div>
","Prof. Dr. Ricardo Terra","http://sce.fflch.usp.br/node/2700","<a href=""mailto:agenda@usp.br"">agenda@usp.br</a>","Sala 100","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/02%20Teorias%20da%20Justi%C3%A7a%20na%20Filosofia%20Contempor%C3%A2nea.jpg"
"1408","Lançamento do livro: A trama da natureza","1","04/06/2018 - 19:00","04/06/2018 - 19:00","","","Dia 04 de junho de 2018","Pedro Paulo Pimenta","","","Editora Unesp","","","Bar Balcão","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Rua Dr. de Melo Alves, 150 | São Paulo","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/A%20trama%20da%20natureza.jpg"
"1361","3ª Jornada de Filosofia das Ciências Neurais","1","17/05/2018 - 10:00","17/05/2018 - 10:00","","","Quinta-feira, 17 de maio de 2018","","1","","","","","Sala 024","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","<p> </p>

<p><strong>Programação</strong></p>

<p><strong>10h00</strong><br />
<strong>OSVALDO PESSOA JR. (Professor de Filosofia, USP):</strong><br />
“Hilemorfismo invertido no problema mente-corpo”</p>

<p><strong>10h40</strong><br />
<strong>GUILHERME SCHETTINI (Doutorando em Filosofia, USP):</strong><br />
“A respeito do uso do princípio da complementaridade no problema mente-corpo”</p>

<p><strong>11h20</strong><br />
<strong>MARCO ANTONIO CORRÊA VARELA (Pós-Doutorando, Psicologia, USP):</strong><br />
“A biologia e evolução das três tendências psicológicas subjacentes ao antropomorfismo para com a seleção natural”</p>

<p><strong>Almoço</strong></p>

<p><strong>14h00</strong><br />
<strong>VITOR ORQUIZA DE CARVALHO (Doutor em Psicologia, USP):</strong><br />
“Um compromisso do naturalismo ontológico da metapsicologia freudiana”</p>

<p><strong>14h40</strong><br />
<strong>JOÃO KOGLER (Pesquisador da Escola Politécnica, USP):</strong><br />
“Metamorfose, ou what is it like to be a rat”</p>

<p><strong>15h20</strong><br />
<strong>FABIANA MESQUITA DE CARVALHO (Pós-Doutoranda em Filosofia, USP):</strong><br />
“Consciência olfativa: aspectos neuroanatômicos, cognitivose fenomenológicos”</p>
","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_3_jornada_de_filosofia_das_ciencias_neurais.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2018/2018_3_jornada_de_filosofia_das_ciencias_neurais.jpg"
"1360","Minicurso ""O discurso mítico e o diálogo entre o poético e o filosófico""","1","16/05/2018 - 14:30","17/05/2018 - 16:30","","","16 e 17 de maio de 2018","Dr.ª Gisele Batista Candido","","<p><span style=""font-family:georgia,serif"">Minicurso</span></p>

<p><span style=""font-size:18px""><strong><span style=""font-family:georgia,serif"">O discurso mítico e o diálogo entre o poético e o filosófico</span></strong></span></p>

<p><span style=""font-family:georgia,serif"">Dias <strong>16 </strong>e <strong>17 </strong>de maio de 2018</span></p>

<p><span style=""font-family:georgia,serif"">Das 14h30 às 16h30</span></p>

<p><span style=""font-family:georgia,serif"">Ministrante: Drª. Gisele Batista Candido</span></p>

<p><span style=""font-size:16px""><strong><span style=""font-family:georgia,serif"">Sala 1037</span></strong></span></p>

<p><span style=""font-family:georgia,serif"">Conjunto Didático de Filosofia e Ciências Sociais | USP</span></p>
","Prof. Márcio Suzuki, Drª Gisele Batista Candido","","<a href=""mailto:eventosdf@usp.br"">eventosdf@usp.br</a>","Sala 1037","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/2018%2005%2016%20Mini%20Curso%20Gisele%20Candido.jpg"
"1358","Lançamento do livro: O desenvolvimento do eu ética, política e justiça John Stuart Mill","2","","","17/05/2018","17/05/2018","17/05/2018 às 16h","","","<p><strong>Palestra: <em>""Democracia, Representativa, Justiça e a Formação Social do Eu""</em></strong><br />
Debatedora: Maria Isabel Limongi<br />
<br />
<strong>Discussão do livro: <em>""O desenvolvimento do eu ética, política e justiça John Stuart Mill""</em></strong><br />
Gustavo Hessmann Dalaqua  (Doutorando - FFLCH-USP)</p>
","","","","Sala 603 - 6º andar Ed. Pedro II","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Rua Dr. Faivre, 405","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/Palestra%20lancamento%20livro%20G%20H%20Dalaqua.png","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/Palestra%20lancamento%20livro%20G%20H%20Dalaqua.png"
"1355","XIV Simpósio Internacional Filosófico-Teológico e VII Simpósio Internacional das Ciências da Religião","2","","","03/10/2018","05/10/2018","De 3 a 5 de maio de 2018","Vários","","<p class=""rtecenter""><span style=""font-size:18px""><strong><span style=""font-family:georgia,serif"">XIV Simpósio Internacional Filosófico-Teológico e VII Simpósio Internacional das Ciências da Religião</span></strong></span></p>

<p class=""rtecenter""><span style=""font-size:18px""><span style=""font-family:georgia,serif"">FAJE e PUC Minas</span></span></p>

<p class=""rtecenter""><span style=""font-family:georgia,serif"">De 3 a 5 de maio de 2018</span></p>

<p class=""rtecenter""><span style=""font-family:georgia,serif""><em>Campus</em> da FAJE, em Belo Horizonte</span></p>

<p class=""rtecenter""><strong><span style=""font-family:georgia,serif"">Início das inscrições para o Simpósio: 21/05/2018</span></strong></p>

<p class=""rtecenter""><span style=""font-family:georgia,serif"">Mais detalhes podem ser consultados na <em>Convocatória </em>em anexo (documento <em>pdf</em>)</span></p>

<p class=""rtecenter""> </p>

<p class=""rtecenter""> </p>

<p> </p>
","","","","","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Av. Dr. Crostiano Guimarães, 2127 | Bairro Planalto | Belo Horizonte | Minas Gerais | Brasil","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Convocat%C3%B3ria.pdf",""
"1351","II Workshop de introdução a exercícios de leitura e escrita acadêmicas","1","08/05/2018 - 19:30","08/05/2018 - 19:30","","","Dias 08/05; 15/05; 22/05 e 29/05 [terças-feiras]","Prof. Alex de Campos Moura, Guilherme Diniz","","<p><span style=""font-size:18px""><strong><span style=""font-family:georgia,serif"">II Workshop de introdução a exercícios de leitura e escrita acadêmicas</span></strong></span></p>

<p><strong><span style=""font-family:georgia,serif"">Dias:</span></strong></p>

<p><span style=""font-family:georgia,serif"">08/maio [terça-feira], das 19h30 às 21h00</span></p>

<p><span style=""font-family:georgia,serif"">15/maio [terça-feira], das 19h30 às 21h00</span></p>

<p><span style=""font-family:georgia,serif"">22/maio [terça-feira], das 19h30 às 21h00</span></p>

<p><span style=""font-family:georgia,serif"">29/maio [terça-feira], das 19h30 às 21h00</span></p>

<p> </p>

<p><span style=""font-family:georgia,serif""><strong>Sala 14</strong> | Conjunto Didático de Filosofia e Ciências Sociais</span></p>
","Prof. Alex de Campos Moura, Guilherme Diniz e Centro Acadêmico João Cruz Costa","https://www.facebook.com/events/197132627565420/","<a href=""mailto:eventosdf@usp.br"">eventosdf@usp.br</a>","Sala 014","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Workshop%20escrita.jpg"
"1350","Workshop 'The Relationship between Aristotle's Eudemian and Nicomachean Ethics'","2","","","15/06/2018","16/06/2018","15 e 16 de junho de 2018","Prof. Marco Antonio de Avila Zingano","","<p><strong style=""font-family:georgia,serif; font-size:20px"">Workshop 'The Relationship between Aristotle's Eudemian and Nicomachean Ethics'</strong></p>

<p><br />
<span style=""font-family:georgia,serif"">_ Terence Irwin, Oxford<br />
_ Carlo Natali, Venice<br />
_ Francesca Guadalupe Masi, Venice<br />
_ Giulio Di Basilio, Dublin<br />
_ Christopher Rowe, Durham<br />
_ Giulia Bonasio, New York City<br />
_ Karen Margrethe Nielsen, Oxford<br />
_ Marco Zingano, São Paulo<br />
_ Friedemann Buddensiek, Frankfurt am Main</span></p>

<p><br />
<span style=""font-family:georgia,serif""><strong>University College Dublin UCD | Irlanda<br />
School of Philosophy</strong><br />
The Mind Association<br />
The Trinity Plato Centre<br />
The Department of Philosophy at Trinity</span></p>
","School of Philosophy | University College Dublin","http://www.ucd.ie/philosophy/","<a href=""mailto:maria.baghramian@ucd.ie"">maria.baghramian@ucd.ie</a>","University College Dublin Belfield, Dublin 4, Ireland.","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","University College Dublin Belfield, Dublin 4, Ireland.","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/publicacoes/Anais/Arist%C3%B3teles%20UCD.jpg"
"1349","4º Congresso de Graduação","1","04/07/2018 - 00:00","05/07/2018 - 00:00","","","4 e 5 de Julho de 2018","","","<p class=""rtejustify""><strong>4º Congresso de Graduação</strong></p>

<p class=""rtejustify"">A expectativa é que nesse <strong>4º Congresso de Graduação</strong> amplie-se em muito a participação docente USP e de outras IES e desde modo se promova um incremento no debate e na troca de experiências sobre o ensino superior. Pós-doutores e pós-graduandos são bem-vindos a contribuírem para esse processo de formação cooperativo. Aprimorar o ensino de graduação é um desafio de todos. Por isso, convidamos você a participar deste diálogo colaborativo.</p>

<p class=""rtejustify"">Esta edição promoverá Workshops e Oficinas para os professores e pós-graduandos, além das sessões de apresentações orais, sessões de pôsteres e palestras convidadas.<br />
Destaca-se o Workshop envolvendo os pós-graduandos participantes do Programa de Aperfeiçoamento de Ensino – PAE. Em parceria com a Pró-reitoria de Pós-Graduação o objetivo é aproximar ainda mais os pós-graduandos com a necessária e fundamental formação docente.</p>

<p class=""rtejustify"">Acompanhem o site <a href=""https://congressograduacao.usp.br/"" target=""_blank"">https://congressograduacao.usp.br/</a></p>
","","","","Centro de Difusão Internacional de USP | Campus Butantã - USP","https://www.google.com.br/maps/place/Pr%C3%A9dio+da+FFLCH+da+USP/@-23.5617891,-46.7273207,17z/data=!4m13!1m7!3m6!1s0x0:0x0!2zMjPCsDMzJzQyLjUiUyA0NsKwNDMnMzAuNSJX!3b1!8m2!3d-23.561794!4d-46.725132!3m4!1s0x0000000000000000:0x2e73e81e1290c8f9!8m2!3d-23.5621629!4d-46.7249226?hl=pt-br","Avenida Professor Lúcio Martins Rodrigues | CEP 05508-020 | São Paulo, Brasil","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/4%20congresso%20graduacao.png"
