"nid","title","field_objetivo_|value","field_objetivo_|format"
1560,"Inglês para Escrita Acadêmica na Área de Exatas","<p> </p>
<p class=""rtejustify""><strong><span style=""font-size:16px;""><span style=""color:#0000cd;""><span style=""font-family:arial,helvetica,sans-serif;"">Público-alvo:</span></span></span></strong></p>
<p class=""rtejustify""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">1º) Prioritariamente, alunos de pós-graduação USP da área de exatas; </span></p>
<p class=""rtejustify""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">2º) Demais membros do público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family: arial, helvetica, sans-serif;""><strong>Pré-Requisito:</strong> </span></span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif;"">Nível intermediário a avançado em inglês. Será aplicado um teste para avaliação do conhecimento de língua inglesa dos candidatos, em duas fases (prova escrita e entrevista).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><strong><span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family: arial,helvetica,sans-serif;"">Objetivo<span style=""font-weight: bold;"">: </span></span></span></span></strong></p>
<p class=""rtejustify""><span style=""font-size:16px;""><span style=""font-family: arial, helvetica, sans-serif;"">Escrever textos acadêmicos na área de exatas; aprimorar o conhecimento de gramática e vocabulário em inglês relacionado a textos acadêmicos.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;""><strong><span style=""color:#0000cd;""><span style=""font-size:16px;"">Carga horária:</span></span></strong> 30h</span></span></p>","full_html"
1467,"[INGLÊS] Curso Intensivo: Inglês para Leitura de Textos II","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""font-size:16px;""><span style=""color: rgb(0, 0, 205); ""><strong>Requisito:</strong> </span></span>Ter feito Inglês para Leitura de Textos I entre o 2º semestre de 2012 e o 1º semestre de 2014. </span></span></p>
<p class=""rtejustify""><span style=""color:#0000cd;""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; "">Objetivo<span style=""font-weight: bold; "">:</span></span></strong><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-weight: bold; ""> </span></span></span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; "">Revisar os conteúdos abordados no nível anterior (nível I), tais como estratégias de leitura, aspectos linguísticos, percepção crítica do texto, ensino de vocabulário, enfocando, em especial, os textos acadêmicos em nível de complexidade maior.</span></p>
<p><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Interpretar as subdivisões de textos acadêmicos em seus diferentes momentos: abstracts, introdução, descrição da metodologia, discussão de dados e conclusão. </span></span></p>
<p><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Selecionar informações mais detalhadas em textos acadêmicos, jornalísticos e de divulgação científica.</span></span></p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""color:#0000cd;""><span style=""font-size: 16px; ""><strong> Carga horária: </strong></span></span>30 horas</span></span></p>","full_html"
1470,"[JAPONÊS] Curso Intensivo: Japonês Básico I","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color: rgb(0, 0, 205);""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; "">Objetivo:</span></strong><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-weight: bold; ""> </span></span></span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Trabalhar com a escrita de caracteres fonográficos (hiragana e katakana) e introduzir as estruturas frasais e os vocabulários do nível básico, enfatizando a produção oral e o aumento da capacidade comunicativa.</span></p>
<p> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""color:#0000cd;""><span style=""font-size: 16px; ""><strong> Carga horária: </strong></span></span>60 horas</span></span></p>","full_html"
1479,"Japonês Básico 4","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""color:#0000cd;""><span style=""font-size:16px;""><strong>Objetivo:</strong></span></span> Trabalhar com as quatro habilidades linguísticas da língua japonesa; introduzir as estruturas frasais e apresentar logogramas (equivalente ao N4, do Exame de Proficiência em Língua Japonesa).</span></span></p>","full_html"
1481,"Curso Preparatório para nível 3 do Exame de Proficiência em Língua Japonesa","<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""color:#0000cd;""><span style=""font-size:16px;""><strong>Objetivo:</strong></span></span> Preparação para prestar o Exame de Proficiência em Língua Japonesa Nível 3.</span></span></p>","full_html"
1482,"Curso Preparatório para nível 3 do Exame de Proficiência em Língua Japonesa - Parte 1","<p class=""rtecenter""> </p>
<p class=""rtejustify""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;""><span style=""color:#0000cd;""><span style=""font-size:16px;""><strong>Objetivo:</strong></span></span> Preparação para prestar o Exame de Proficiência em Língua Japonesa Nível 3.</span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">O curso está dividido em 2 partes: Parte 1 (1o.semestre) e Parte 2 (2o.semestre), devido à enorme quantidade de estruturas, palavras e logogramas (cerca de 550) cobrados no exame de N3.</span></p>
<p><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Na Parte 1 (1o.semestre), o enfoque será dado no aumento de vocabulário e de logogramas (serão estudados neste primeiro momento cerca de 300 a 350 logogramas), juntamente com algumas estruturas gramaticais para poder acompanhar a leitura de alguns textos. Na segunda metade do semestre, serão introduzidos alguns exercícios auditivos.<br />
	Na Parte 2 (2o.smestre), além de continuar no aumento do vocabulário e de logogramas (neste segundo momento serão estudados os 200 estantes) e demais estruturas gramaticais, o enfoque maior será na leitura de textos e exercícios auditivos.</span></span></p>
<p class=""rtejustify""> </p>","full_html"
1484,"Curso Intensivo - Inglês para Escrita Acadêmica na Área de Exatas","<p class=""rtecenter""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:18px;""><span style=""color:#ff0000;"">ATENÇÃO</span></span></span></strong></p>
<p class=""rtecenter""> </p>
<p class=""rtecenter""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:18px;""><span style=""color:#ff0000;"">O calendário para o segundo semestre</span></span></span></strong></p>
<p class=""rtecenter""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:18px;""><span style=""color:#ff0000;"">de 2014 só será divulgado após o término</span></span></span></strong></p>
<p class=""rtecenter""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:18px;""><span style=""color:#ff0000;"">da greve.</span></span></span></strong></p>
<p class=""rtecenter""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-size:18px;""><span style=""color:#ff0000;"">Serão determinadas novas datas para o envio e pagamento dos boletos. </span></span></span></strong></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><strong><span style=""font-size:16px;""><span style=""color:#0000cd;""><span style=""font-family:arial,helvetica,sans-serif;"">Público-alvo:</span></span></span></strong></p>
<p class=""rtejustify""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">1º) Prioritariamente, alunos de pós-graduação USP da área de exatas; </span></p>
<p class=""rtejustify""><span style=""font-size: 14px; font-family: arial, helvetica, sans-serif;"">2º) Demais membros do público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family: arial, helvetica, sans-serif;""><strong>Pré-Requisito:</strong> </span></span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif;"">Nível intermediário a avançado em inglês. Será aplicado um teste para avaliação do conhecimento de língua inglesa dos candidatos, em duas fases (prova escrita e entrevista).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><strong><span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family: arial,helvetica,sans-serif;"">Objetivo<span style=""font-weight: bold;"">: </span></span></span></span></strong></p>
<p class=""rtejustify""><span style=""font-size:16px;""><span style=""font-family: arial, helvetica, sans-serif;"">Escrever textos acadêmicos na área de exatas; aprimorar o conhecimento de gramática e vocabulário em inglês relacionado a textos acadêmicos.</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif;""><strong><span style=""color:#0000cd;""><span style=""font-size:16px;"">Carga horária:</span></span></strong> 45h</span></span></p>","full_html"
1489,"Curso de Língua Espanhola semi-presencial: práticas orais","<p><span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""font-weight: bold; text-align: justify;"">Público-alvo</span></span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Alunos universitários por realizarem intercâmbio acadêmico (mesmo que sejam público externo).</span></span></span></p>
<p class=""rtejustify"" style=""""> </p>
<p class=""rtejustify"" style=""""><strong><span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Objetivo</span></span></span></strong></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Promover o desenvolvimento das capacidades de compreensão e expressão oral em língua espanhola, no contexto de uso cotidiano e acadêmico;</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Introduzir o aluno no universo da língua e da cultura hispânica, através da abordagem de temas relevantes para a participação do aluno em situação de intercâmbio acadêmico no exterior. Para tanto, serão utilizados materiais autênticos (que, de fato, circulem na vida social em países de fala hispânica), tais como: portais, páginas, vídeos e blogs da internet, filmes, jornais e revistas, programas televisivos, etc.;</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Promover a sensibilização do aluno diante das variedades da língua espanhola no mundo atual, como forma de desenvolver sua capacidade de interação multi e transcultural com diferentes falantes dessa língua;</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Reforçar o domínio da língua, no lugar de certa “apropriação espontânea” da mesma (portunhol).</span></span></span></p>
<p class=""rtejustify rteindent1"" style=""""> </p>
<p class=""rtejustify"" style=""""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong><span style=""color:#006699;"">Carga horária e frequência</span></strong></span></span></p>
<p><span style=""display: none;""> </span></p>
<p class=""rtejustify rteindent1"" style=""""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><span id=""cke_bm_603S"" style=""display: none;""> </span>A carga horária total do curso é de 30 horas. A frequência mínima exigida para conclusão do curso é de 85%.<span id=""cke_bm_603E"" style=""display: none;""> </span></span></span></p>
<p><span style=""display: none;""> </span></p>
<p class=""rtejustify"" style=""""> </p>","full_html"
1491,"Práticas de Leitura e Escrita em Português","<p class=""rtecenter""><strong><span style=""color:#0000cd;""><span style=""font-size:18px;""><span style=""font-family:arial,helvetica,sans-serif;"">(APENAS PARA FUNCIONÁRIOS USP)</span></span></span></strong></p>
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""color:#000000;""><span style=""font-size:18px;""><span style=""font-family:arial,helvetica,sans-serif;"">Informações sobre o curso</span></span></span></p>
<p class=""rtecenter""> </p>
<table align=""center"" border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 520px;"">
<tbody>
<tr>
<td class=""rtecenter"" style=""width: 92px; background-color: rgb(204, 204, 255);"">
<p><strong style=""color: rgb(0, 0, 205);""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Curso</span></span></strong></p>
</td>
<td class=""rtecenter"" style=""width: 303px; background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Objetivos</span></span></strong></span></td>
<td class=""rtecenter"" style=""width: 107px; background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Carga horária</span></span></strong></span></td>
</tr>
<tr>
<td class=""rtecenter"" style=""width: 92px;"">
				<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Práticas de Leitura e Escrita em Português </span></span></td>
<td class=""rtecenter"" style=""width: 303px;"">
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Orientar os participantes na produção de leitura e escrita de textos técnicos.</span></p>
</td>
<td class=""rtecenter"" style=""width: 107px;"">
				<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">20h</span></span></td>
</tr>
</tbody>
</table>
<p class=""rtecenter""> </p>
<p class=""rteleft"" style=""""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""color:#000000;"">Para acessar o programa do curso:</span> <a href=""http://clinguas.fflch.usp.br/node/1492"">clique aqui</a></span></span></strong></p>
<hr />
<p class=""rtecenter""> </p>
<p class=""rtecenter""><strong><span style=""color:#0000cd;""><span style=""font-size:18px;""><span style=""font-family:arial,helvetica,sans-serif;"">2º SEMESTRE DE 2014</span></span></span></strong></p>
<p class=""rtecenter""> </p>
<table align=""center"" border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 688px;"">
<tbody>
<tr>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Turma</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Horário</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Monitor</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Nº de Vagas</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Nº Minímo de Alunos</strong></span></span></span></td>
<td class=""rtecenter"" style=""width: 84px; background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Início do Curso</strong></span></span></span></td>
<td class=""rtecenter"" style=""width: 111px; background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Término do Curso</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Local</strong></span></span></span></td>
</tr>
<tr>
<td class=""rtecenter"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Única</span></font></td>
<td style=""width: 68px;"">
<p class=""rtecenter""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">4ª</span></font></p>
<p class=""rtecenter""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">16:00 às 18:00</span></span></p>
</td>
<td class=""rtecenter"" style=""width: 43px;"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Alan de Carvalho</span></font></td>
<td class=""rtecenter"" style=""width: 74px;"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">15</span></font></td>
<td class=""rtecenter"" style=""width: 69px;"">
				<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">10</span></span></td>
<td class=""rtecenter"" style=""width: 84px;"">
				<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">15/10/2014</span></span></td>
<td class=""rtecenter"" style=""width: 111px;"">
				<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">18/12/2014</span></span></td>
<td class=""rtecenter"" style=""width: 140px;"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">-</span></font></td>
</tr>
</tbody>
</table>
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""font-size:16px;""><span style=""color:#0000cd;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Observação</strong></span></span></span></p>
<p class=""rtecenter""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Devido à orientação do Conselho Interdepartamental do Centro de Línguas, as aulas terminarão sempre cinco minutos antes.</span></span></strong></p>
<p class=""rtecenter""> </p>
<hr />
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""color:#0000cd;""><span style=""font-size:18px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>CALENDÁRIO</strong></span></span></span></p>
<p class=""rtecenter""> </p>
<table align=""center"" border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width: 500px;"">
<tbody>
<tr>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Procedimento</strong></span></span></span></td>
<td class=""rtecenter"" style=""background-color: rgb(204, 204, 255);"">
				<span style=""color:#0000cd;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Data</strong></span></span></span></td>
</tr>
<tr>
<td>
<p class=""rtecenter""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""color:#0000cd;""> 1ª etapa:</span> inscrição para a entrevista com o professor</span></span></strong></p>
<p class=""rtecenter"" style=""""><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""> </span></span></strong><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">A ficha deverá ser preenchida e enviada para o e-mail: clport@usp.br</span></span></strong></p>
</td>
<td class=""rtecenter"">
<p><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">O formulário estará disponível no período entre:</span></span></p>
<p><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>30/09 a 07/10/2014 </b></span></font></p>
<p><span style=""color:#ff0000;""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>inscrições encerradas</b></span></font></span></p>
</td>
</tr>
<tr>
<td>
<p><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""> Data da entrevista</span></span></strong></p>
</td>
<td class=""rtecenter"">
<p><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">08/10/2014</span></span></strong></p>
<p><strong><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">das 16h às 18h</span></span></strong></p>
</td>
</tr>
<tr>
<td>
<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong> Período de matrícula</strong></span></span></p>
<p class=""rtecenter"" style=""""><span style=""font-size:20px;""><span style=""color: rgb(0, 0, 205); ""><span style=""font-family: arial, helvetica, sans-serif; ""><strong> Matrículas:</strong></span></span></span></p>
<p class=""rtecenter"" style=""""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong> </strong></span></span><span style=""font-size: 14px; ""><span style=""font-family:arial,helvetica,sans-serif;""><strong><u><a href=""http://clinguas.fflch.usp.br/node/1494"">Clique aqui</a></u></strong></span></span></p>
</td>
<td class=""rtecenter"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>08/10/2014 a 10/10/2014</b></span></font></td>
</tr>
<tr>
<td>
<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Prazo para repasse de verbas </strong>(consultar abaixo sobre os procedimentos para o repasse). </span></span></p>
</td>
<td class=""rtecenter"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>13/10/2014</b></span></font></td>
</tr>
<tr>
<td>
<p><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Prazo máximo para envio dos boletos</span></span></strong></p>
</td>
<td class=""rtecenter"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>13/10/2014</b></span></font></td>
</tr>
<tr>
<td>
<p><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Data de vencimento dos boletos</span></span></strong></p>
</td>
<td class=""rtecenter"">
				<font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>14/10/2014</b></span></font></td>
</tr>
<tr>
<td>
<p><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Início do curso</span></span></strong></p>
</td>
<td class=""rtecenter"">
				<strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">15/10/2014</span></span></strong></td>
</tr>
</tbody>
</table>
<p class=""rtecenter""> </p>
<hr />
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""font-size:20px;""><span style=""color:#0000cd;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">PROCEDIMENTOS: REPASSE DE VERBAS</span></strong></span></span></p>
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""font-size:16px;""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#0000cd;"">Valor do curso</span>: R$ 130,00</span></strong></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">1. Procure a execução orçamentária de sua unidade;</span></span></strong></p>
<p class=""rtejustify""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">2. Solicite que a sua unidade entre em contato com a FFLCH (Ramal: 914812) e requisite o número de dotação orçamentária; e</span></span></strong></p>
<p class=""rtejustify""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">3. Envie o documento comprobatório da dotação para o seguinte endereço eletrônico: <span style=""color:#0000cd;"">funcionarios.clusp@gmail.com</span>. O assunto do e-mail deverá ser ""<span style=""color:#0000cd;"">Repasse de verbas</span>"" e a mensagem (corpo do e-mail) deve conter <span style=""color:#0000cd;"">identificação da turma</span> e o  seu <span style=""color:#0000cd;"">nome completo</span>.</span></span></strong></p>
<p class=""rtejustify""> </p>
<hr />
<p class=""rtecenter""> </p>
<p class=""rtecenter""><span style=""color:#0000cd;""><strong><span style=""font-size:18px;""><span style=""font-family:arial,helvetica,sans-serif;"">IMPORTANTE</span></span></strong></span></p>
<p> </p>
<p class=""rtejustify""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">A Secretaria do Centro de Línguas não se responsabiliza por solicitação de inscrição não recebida por motivo de ordem técnica nos computadores, falhas de comunicação, congestionamento das linhas de comunicação, bem como outros fatores de ordem técnica que impossibilitem a inserção ou transferência de dados.</span></span></p>
<p><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Para Informações Gerais do Centro de Línguas (ex.: pagamentos, cancelamentos e vale curso): <a href=""http://clinguas.fflch.usp.br/node/1175"">Clique aqui</a></span></span></p>","full_html"
1541,"Inglês para Escrita Acadêmica","<p><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO ALVO:</span></span></strong></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Alunos de pós-graduação e docentes USP.</span></span></span></p>
<p> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>OBJETIVO:</strong></span></span></span></p>
<p class=""rtejustify rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Escrever textos acadêmicos e aprimorar o conhecimento de gramática e vocabulário em inglês relacionado a textos acadêmicos.</span></span></span></p>
<p class=""rtejustify rteindent1""> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></strong></span></span></p>
<p class=""rteindent1""><a href=""http://clinguas.fflch.usp.br/node/2504""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#006699;"">Inglês para Escrita Acadêmica</span></span></span></strong></a></p>","full_html"
1511,"Conversação em Língua Francesa I","<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; "">Público Alvo:</span></strong></span></span><span style=""color:#000000;""> <span style=""font-size: 14px; font-family: arial, helvetica, sans-serif; "">alunos de graduação USP e de Letras com conhecimentos em francês, aprovados no teste de nível previsto para este curso; alunos que estejam regularmente matriculados no Curso de Letras/Francês-Português;interessados em geral com conhecimentos em francês.<span id=""cke_bm_587E"" style=""display: none;""> </span></span></span><span style=""display: none;""> </span></p>
<p> </p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-size: 16px; ""><strong><span style=""font-family: arial, helvetica, sans-serif; "">Objetivo: </span></strong></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; "">d</span></span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; "">esenvolver a compreensão oral em língua francesa a partir de documentos de vídeo e áudio. Desenvolver a expressão oral em língua francesa a partir de situações do cotidiano, tendo em foco a linguagem coloquial. Aperfeiçoar a pronúncia em língua francesa, enfatizando os sons mais problemáticos para um falante de língua portuguesa</span></span></p>
<p class=""rtejustify""><span style=""display: none;""> </span><span id=""cke_bm_588E"" style=""display: none;""> </span></p>
<p class=""rtejustify""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; ""><strong><span style=""font-size: 16px; "">Carga Horária:</span></strong> </span></span><span style=""color:#000000;""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; "">60h</span></span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""font-size:14px;""><a href=""http://clinguas.fflch.usp.br/node/1649""><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><u>Programa - Conversação em Língua Francesa I</u></span></span></a></span></p>
<p class=""rtejustify""> </p>","full_html"
