especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,,1,52,Microfilmes,Brasil,Neg/Pos,1969,Arraial do Descoberto de Piedade e vários outros,"Pacote 219, livro 1.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1794-1824,1,52,Microfilmes,Brasil,Neg/Pos,1969,São Domingos,"Pacote 29, livro 2.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801,1,52,Microfilmes,Brasil,Neg/Pos,1969,Cavalcante,"Pacote 219, livro 2-A.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801,1,52,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 219, livro 3.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1799,1,52,Microfilmes,Brasil,Neg/Pos,1969,Natividade,"Pacote 219, livro 4.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1802,1,52,Microfilmes,Brasil,Neg/Pos,1969,Cavalcante,"Pacote 219, livro 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801,1,52,Microfilmes,Brasil,Neg/Pos,1969,Repartição do Norte,"Pacote 219, livro 6.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1821,1,52,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 219, livro 7.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1777,1,52,Microfilmes,Brasil,Neg/Pos,1969,,"Pacote 219, livro 8.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1773,1,52,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 1, volume 1.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Cobranças, Devedores do Dízimo, Devedores Diversos, Rendimentos Gerais.",53,53,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1774,1,52,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 2, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1775,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 3, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1776,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 4, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1777,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 5, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1779,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 6, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1780,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 7, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1800,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 220, livro 8, volume 1.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1781,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 221, livro 1, volume 2.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1782,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 221, livro 2, volume 2.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1783,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 221, livro 3, volume 2.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1785,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 221, livro 4, volume 2.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1786,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 221, livro 5, volume 2.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1787,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 1, voume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1788,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 2, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1789,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 3, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1790,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 4, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1791,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 5, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1792,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 6, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1793,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 7, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1794,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 8, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1795,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 9, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1796,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 222, livro 10, volume 3.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1797,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Paocte 223, livro 1, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1798,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 2, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1799,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 3, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1800,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 4, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1801,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 5, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1802,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 6, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1804,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 7, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1806-1808 e 1811,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 8, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1807,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 9, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1808,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 10, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1809,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 11, volume 4.",X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real.,54,54,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1810,1,54,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 223, livro 12, volume 4.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1811-1818,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 1, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1811-1827,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 2, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1778 (?),1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 3, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1814,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 4, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1779-1829,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 5, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1811-1813,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 6, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1789-1810,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 224, livro 7, volume 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1807,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 1.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1808,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 2.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1809,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 3.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1810,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 4.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1811,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 5.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1812,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 6.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1813,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 7.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1815,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 7.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1816,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 9.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1817,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 10.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1818,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 11.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1818-1819,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 12.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1819,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 13.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1820,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 14.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1820,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 15.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1815-1829,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 225, livro 16.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1790-1829,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 226, livro 1.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1810,1,55,Microfilmes,Brasil,Neg/Pos,1969,Goiás,"Pacote 226, livro 2.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1811,1,55,Microfilmes,Brasil,Neg/Pos,1969,Repartição do Norte,"Pacote 226, livro 3.",X,
"Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria: Impostos-Fazenda Real, Folha Eclesiástica, Folha Civil.",55,55,Centro-Oeste,Goiás/Goiás Velho,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Contadoria.,1812,1,55,Microfilmes,Brasil,Neg/Pos,1969,Vila Boa,"Pacote 226, livro 4.",X,
